key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
fire_hydrant:diameter,300,fire_hydrant:diameter=300,,,,13735,,13735,0,,,,,No,3,,,,,9838
fire_hydrant:diameter,80,fire_hydrant:diameter=80,,velocitat màxima: remolc	=	*,hidrante_de_incendio:diámetro	=	*,349869,,349868,0,1,,,,No,3,velocitat màxima: remolc,*,hidrante_de_incendio:diámetro,*,15712
fire_hydrant:diameter,К-150,fire_hydrant:diameter=К-150,,,,16465,,16459,0,6,,,,No,,,,,,8270
fire_hydrant:diameter:signed,no,fire_hydrant:diameter:signed=no,,,,11078,,11078,,,,,,No,,,,,,12157
fire_hydrant:position,green,fire_hydrant:position=green,,hidrant_d'incendi:posició	=	verd,hidrante_de_incendio:posición	=	verde,388652,,388648,0,4,,,,Yes,4,hidrant_d'incendi:posició,verd,hidrante_de_incendio:posición,verde,15718
fire_hydrant:position,lane,fire_hydrant:position=lane,,hidrant_d'incendi:posició	=	carril,hidrante_de_incendio:posición	=	carril,351260,,351252,0,7,,1,,Yes,4,hidrant_d'incendi:posició,carril,hidrante_de_incendio:posición,carril,15720
fire_hydrant:position,parking_lot,fire_hydrant:position=parking_lot,,hidrant_d'incendi:posició	=	estacionament,hidrante_de_incendio:posición	=	estacionamiento,24302,,24301,0,1,,,,Yes,4,hidrant_d'incendi:posició,estacionament,hidrante_de_incendio:posición,estacionamiento,15721
fire_hydrant:position,sidewalk,fire_hydrant:position=sidewalk,,hidrant_d'incendi:posició	=	vorera,hidrante_de_incendio:posición	=	acera,371379,,371377,0,2,,,,Yes,4,hidrant_d'incendi:posició,vorera,hidrante_de_incendio:posición,acera,15719
fire_hydrant:pressure,4,fire_hydrant:pressure=4,,edifici:pisos	=	*,hidrante_de_incendio:presión	=	*,11684,,11683,,1,,,,No,,edifici:pisos,*,hidrante_de_incendio:presión,*,15724
fire_hydrant:pressure,5,fire_hydrant:pressure=5,,edifici:ruian:tipus	=	*,hidrante_de_incendio:presión	=	*,15483,,15480,0,3,,,,No,1,edifici:ruian:tipus,*,hidrante_de_incendio:presión,*,15723
fire_hydrant:pressure,yes,fire_hydrant:pressure=yes,,hidrant_d'incendi:pressió	=	sí,hidrante_de_incendio:presión	=	sí,31485,,31484,0,1,,,,No,3,hidrant_d'incendi:pressió,sí,hidrante_de_incendio:presión,sí,15722
fire_hydrant:type,pillar,fire_hydrant:type=pillar,,hidrant_d'incendi: tipus	=	pilar,hidrante_de_incendio:tipo	=	pilar,975088,0,975069,0,17,,2,,Yes,10,hidrant_d'incendi: tipus,pilar,hidrante_de_incendio:tipo,pilar,15726
fire_hydrant:type,pipe,fire_hydrant:type=pipe,,boca d'incendis: tipus	=	tub,boca de incendios:tipo	=	tubo,12811,,12806,,5,,,,Yes,8,boca d'incendis: tipus,tub,boca de incendios:tipo,tubo,15728
fire_hydrant:type,underground,fire_hydrant:type=underground,,hidrant_d'incendi: tipus	=	sota terra,hidrante_de_incendio:tipo	=	bajo tierra,1031804,0,1031789,0,14,,1,,Yes,8,hidrant_d'incendi: tipus,sota terra,hidrante_de_incendio:tipo,bajo tierra,15725
fire_hydrant:type,wall,,,boca d'incendis: tipus	=	paret,boca de incendios:tipo	=	pared,,,,,,,,,,,boca d'incendis: tipus,paret,boca de incendios:tipo,pared,15727
fire_hydrant:type:zh,*,,,hidrant_d'incendi:tipus:zh	=	*,hidrante_de_incendio:tipo:zh	=	*,,,,,,,,,,,hidrant_d'incendi:tipus:zh,*,hidrante_de_incendio:tipo:zh,*,15729
fire_hydrant:type:zh,地下式消防栓,fire_hydrant:type:zh=地下式消防栓,,,,26966,,26966,0,,,,,No,,,,,,5389
fire_path,yes,,,camí de foc	=	si,camino de fuego	=	si,,,,,,,,,,,camí de foc,si,camino de fuego,si,15730
fireplace,yes,fireplace=yes,,xemeneia	=	sí,chimenea	=	sí,20468,,15142,0,5294,,32,,No,4,xemeneia,sí,chimenea,sí,15731
fishing,licence,,,pescar	=	llicència,pescar	=	licencia,,,,,,,,,,,pescar,llicència,pescar,licencia,15732
fitness_station,sit-up,,,estació de fitness	=	abdominals,estación de fitness	=	abdominales,,,,,,,,,,,estació de fitness,abdominals,estación de fitness,abdominales,15733
fixme,*,,,arreglar-me	=	*,arreglarme	=	*,,,,,,,,,,,arreglar-me,*,arreglarme,*,15735
fixme,yes,fixme=yes,,,,21843,,5553,,16031,,259,,No,2,,,,,6434
fixme,à préciser dès que visible sur le cadastre,fixme=à préciser dès que visible sur le cadastre,,,,19875,,,,19859,,16,,No,,,,,,6989
flag:name,United States,flag:name=United States,,,,12448,,12444,,4,,,,No,1,,,,,10799
flag:type,advertising,flag:type=advertising,,bandera: tipus	=	publicitat,bandera:tipo	=	publicidad,10843,,10843,,,,,,Yes,5,bandera: tipus,publicitat,bandera:tipo,publicidad,15744
flag:type,athletic,,,bandera: tipus	=	atlètic,bandera: tipo	=	atlético,,,,,,,,,,,bandera: tipus,atlètic,bandera: tipo,atlético,15739
flag:type,governmental,,,bandera: tipus	=	governamental,bandera: tipo	=	gubernamental,,,,,,,,,,,bandera: tipus,governamental,bandera: tipo,gubernamental,15740
flag:type,military,,,bandera: tipus	=	militar,bandera: tipo	=	militar,,,,,,,,,,,bandera: tipus,militar,bandera: tipo,militar,15741
flag:type,municipal,,,bandera: tipus	=	municipal,bandera: tipo	=	municipal,,,,,,,,,,,bandera: tipus,municipal,bandera: tipo,municipal,15742
flag:type,national,flag:type=national,,bandera: tipus	=	nacional,bandera:tipo	=	nacional,35686,,35648,0,37,,1,,Yes,6,bandera: tipus,nacional,bandera:tipo,nacional,15738
flag:type,organisation,,,bandera: tipus	=	organització,bandera: tipo	=	organización,,,,,,,,,,,bandera: tipus,organització,bandera: tipo,organización,15743
flag:type,regional,,,bandera: tipus	=	regional,bandera: tipo	=	regional,,,,,,,,,,,bandera: tipus,regional,bandera: tipo,regional,15745
flag:type,religious,,,bandera: tipus	=	religiós,bandera: tipo	=	religioso,,,,,,,,,,,bandera: tipus,religiós,bandera: tipo,religioso,15746
flag:wikidata,Q42537,flag:wikidata=Q42537,,,,12856,,12852,,4,,,,No,1,,,,,10491
flashing_lights,no,flashing_lights=no,,,,20161,,12706,,7455,,,,Yes,3,,,,,6897
flat_steps,yes,,,passos plans	=	si,pasos planos	=	si,,,,,,,,,,,passos plans,si,pasos planos,si,15747
floating,no,floating=no,,,,15034,,182,,14721,,131,,No,2,,,,,9033
floating,yes,floating=yes,,flotant	=	sí,flotante	=	sí,116108,,392,,115531,0,185,,Yes,3,flotant,sí,flotante,sí,15748
flood_mark,painting,,,marca d'inundació	=	pintura,marca de inundación	=	pintura,,,,,,,,,,,marca d'inundació,pintura,marca de inundación,pintura,15749
flood_mark,plaque,,,marca d'inundació	=	placa,marca de inundación	=	placa,,,,,,,,,,,marca d'inundació,placa,marca de inundación,placa,15750
flood_prone,no,flood_prone=no,,propens a inundar-se	=	no,propenso a inundarse	=	no,20174,,4891,,9838,,5445,0,No,1,propens a inundar-se,no,propenso a inundarse,no,15752
flood_prone,yes,flood_prone=yes,,propens a inundar-se	=	sí,propenso a inundarse	=	sí,29336,,3411,,21822,,4103,0,Yes,7,propens a inundar-se,sí,propenso a inundarse,sí,15751
floor:material,cement,floor:material=cement,,pis: material	=	ciment,piso: material	=	cemento,35758,,15,,35739,,4,,No,1,pis: material,ciment,piso: material,cemento,15753
floor:material,wood,,,pis: material	=	fusta,piso: material	=	madera,,,,,,,,,,,pis: material,fusta,piso: material,madera,15754
flour_fortified,no,flour_fortified=no,,farina_fortificada	=	no,harina_fortificada	=	no,33092,,33045,0,47,,,,No,,farina_fortificada,no,harina_fortificada,no,15755
flow_direction,both,,,direcció del flux	=	ambdues coses,dirección del flujo	=	ambas cosas,,,,,,,,,,,direcció del flux,ambdues coses,dirección del flujo,ambas cosas,15756
foldable_pie_slice,*,,,llesca de pastís plegable	=	*,rebanada de pastel plegable	=	*,,,,,,,,,,,llesca de pastís plegable,*,rebanada de pastel plegable,*,15759
foot,customers,foot=customers,,peu	=	clients,pie	=	clientes,32035,,2838,,29130,,67,,No,5,peu,clients,pie,clientes,15768
foot,designated,foot=designated,,peu	=	designat,pie	=	designado,2315633,0,19609,0,2295402,2,622,,Yes,14,peu,designat,pie,designado,15761
foot,destination,foot=destination,,peu	=	destinació,pie	=	destino,32120,,3042,,29068,,10,,Yes,8,peu,destinació,pie,destino,15766
foot,discouraged,,,peu	=	desanimat,pie	=	desanimado,,,,,,,,,,,peu,desanimat,pie,desanimado,15772
foot,military,,,peu	=	militar,pie	=	militar,,,,,,,,,,,peu,militar,pie,militar,15773
foot,no,foot=no,,peu	=	no,pie	=	no,952224,0,70510,0,881523,0,191,,Yes,19,peu,no,pie,no,15762
foot,no␣@␣(Mo-Su␣18:00-07:00),,,peu	=	no␣@␣(Lu-Do␣18:00-07:00),pie	=	no␣@␣(Lu-Do␣18:00-07:00),,,,,,,,,,,peu,no␣@␣(Lu-Do␣18:00-07:00),pie,no␣@␣(Lu-Do␣18:00-07:00),15771
foot,official,,,peu	=	oficial,pie	=	oficial,,,,,,,,,,,peu,oficial,pie,oficial,15767
foot,permissive,foot=permissive,,peu	=	permissiu,pie	=	permisivo,180220,,10108,,169948,0,164,,Yes,12,peu,permissiu,pie,permisivo,15764
foot,permit,,,peu	=	permís,pie	=	permiso,,,,,,,,,,,peu,permís,pie,permiso,15769
foot,private,foot=private,,peu	=	privat,pie	=	privado,125972,,43154,0,82716,0,102,,Yes,11,peu,privat,pie,privado,15765
foot,unknown,,,peu	=	desconegut,pie	=	desconocido,,,,,,,,,,,peu,desconegut,pie,desconocido,15770
foot,use_sidepath,foot=use_sidepath,,peu	=	use_sidepath,pie	=	use_sidepath,369060,,133,,368923,0,4,,Yes,6,peu,use_sidepath,pie,use_sidepath,15763
foot,yes,foot=yes,,peu	=	sí,pie	=	sí,4068125,0,764717,0,3286228,0,17180,0,Yes,16,peu,sí,pie,sí,15760
footway,access_aisle,footway=access_aisle,,senda	=	accés_passadís,senda	=	acceso_pasillo,85733,,,,85728,0,5,,Yes,5,senda,accés_passadís,senda,acceso_pasillo,15776
footway,alley,footway=alley,,senda	=	carreró,senda	=	callejón,14592,,,,14591,,1,,Yes,3,senda,carreró,senda,callejón,15781
footway,both,,,senda	=	ambdues coses,senda	=	ambas cosas,,,,,,,,,,,senda,ambdues coses,senda,ambas cosas,15782
footway,crossing,footway=crossing,,senda	=	encreuament,senda	=	cruce,4797921,0,5027,,4792820,0,74,,Yes,16,senda,encreuament,senda,cruce,15775
footway,left,,,senda	=	esquerra,senda	=	izquierda,,,,,,,,,,,senda,esquerra,senda,izquierda,15784
footway,link,footway=link,,senda	=	Enllaç,senda	=	Enlace,67749,,52,,67696,0,1,,Yes,3,senda,Enllaç,senda,Enlace,15777
footway,none,,,senda	=	cap,senda	=	ninguno,,,,,,,,,,,senda,cap,senda,ninguno,15785
footway,path,footway=path,,senda	=	camí,senda	=	camino,16511,,9,,16485,,17,,Yes,,senda,camí,senda,camino,15779
footway,right,,,senda	=	dret,senda	=	derecho,,,,,,,,,,,senda,dret,senda,derecho,15783
footway,sidewalk,footway=sidewalk,,senda	=	vorera,senda	=	acera,6749425,0,138,,6747204,0,2083,0,Yes,15,senda,vorera,senda,acera,15774
footway,traffic_island,footway=traffic_island,,senda	=	Illa de trànsit,senda	=	Isla de tráfico,84598,,24,,84524,0,50,,Yes,6,senda,Illa de trànsit,senda,Isla de tráfico,15778
footway,yes,,,senda	=	si,senda	=	si,,,,,,,,,,,senda,si,senda,si,15780
footway:surface,asphalt,footway:surface=asphalt,,vorera:superfície	=	asfalt,acera:superficie	=	asfalto,63154,,5,,63149,0,,,No,2,vorera:superfície,asfalt,acera:superficie,asfalto,15787
footway:surface,paving_stones,footway:surface=paving_stones,,vorera:superfície	=	llambordes,acera:superficie	=	adoquines,63623,,8,,63615,0,,,No,2,vorera:superfície,llambordes,acera:superficie,adoquines,15786
footway:surface,rock,,,vorera:superfície	=,acera:superficie	=	roca,,,,,,,,,,,vorera:superfície,,acera:superficie,roca,15788
footway:surface,unpaved,,,vorera:superfície	=,acera:superficie	=	sin pavimentar,,,,,,,,,,,vorera:superfície,,acera:superficie,sin pavimentar,15789
ford,boat,,,gual	=	pot,vado	=	bote,,,,,,,,,,,gual,pot,vado,bote,15791
ford,stepping_stones,ford=stepping_stones,,gual	=	esglaons,vado	=	peldaños,16340,,13421,,2919,,,,Yes,10,gual,esglaons,vado,peldaños,15792
ford,yes,ford=yes,,gual	=	sí,vado	=	sí,1436575,0,1308616,0,127956,0,3,,Yes,12,gual,sí,vado,sí,15790
forklift,designated,,,màquina elevadora	=	designat,máquina elevadora	=	designado,,,,,,,,,,,màquina elevadora,designat,máquina elevadora,designado,15793
forklift,no,,,màquina elevadora	=	no,máquina elevadora	=	no,,,,,,,,,,,màquina elevadora,no,máquina elevadora,no,15794
forklift,yes,,,màquina elevadora	=	si,máquina elevadora	=	si,,,,,,,,,,,màquina elevadora,si,máquina elevadora,si,15795
format,squared_stone,format=squared_stone,,,,10878,,10877,,,,1,,Yes,1,,,,,12377
fortification_type,hill_fort,,,tipus de fortificació	=	fort al turó,tipo de fortificación	=	fuerte en la colina,,,,,,,,,,,tipus de fortificació,fort al turó,tipo de fortificación,fuerte en la colina,15798
fortification_type,limes,,,tipus de fortificació	=	llimes,tipo de fortificación	=	limas,,,,,,,,,,,tipus de fortificació,llimes,tipo de fortificación,limas,15799
fortification_type,motte,,,tipus de fortificació	=	mota,tipo de fortificación	=	mota,,,,,,,,,,,tipus de fortificació,mota,tipo de fortificación,mota,15800
fortification_type,ring_ditch,,,tipus de fortificació	=	rasa circular,tipo de fortificación	=	zanja circular,,,,,,,,,,,tipus de fortificació,rasa circular,tipo de fortificación,zanja circular,15801
fortification_type,ringfort,fortification_type=ringfort,,tipus de fortificació	=	fortificació,tipo de fortificación	=	fortificación,14931,,60,,14852,,19,,Yes,6,tipus de fortificació,fortificació,tipo de fortificación,fortificación,15797
fortification_type,sconce,,,tipus de fortificació	=	canelobre de paret,tipo de fortificación	=	candelabro de pared,,,,,,,,,,,tipus de fortificació,canelobre de paret,tipo de fortificación,candelabro de pared,15796
fountain,bottle_refill,,,font	=	recàrrega d'ampolla,fuente	=	recarga de botella,,,,,,,,,,,font,recàrrega d'ampolla,fuente,recarga de botella,15807
fountain,bubbler,fountain=bubbler,,font	=	bombollejador,fuente	=	burbujeador,14582,,14573,0,9,,,,Yes,8,font,bombollejador,fuente,burbujeador,15804
fountain,drinking,,,font	=	Bevent,fuente	=	Bebiendo,,,,,,,,,,,font,Bevent,fuente,Bebiendo,15802
fountain,nasone,,,font	=	nasone,fuente	=	nasone,,,,,,,,,,,font,nasone,fuente,nasone,15806
fountain,roman_wolf,,,font	=	llop romà,fuente	=	lobo romano,,,,,,,,,,,font,llop romà,fuente,lobo romano,15805
fountain,stone_block,,,font	=	bloc de pedra,fuente	=	bloque de piedra,,,,,,,,,,,font,bloc de pedra,fuente,bloque de piedra,15803
fountain,toret,,,font	=	toret,fuente	=	toret,,,,,,,,,,,font,toret,fuente,toret,15808
fountain,viktorija_zdenac,,,font	=	viktorija zdenac,fuente	=	viktorija zdenac,,,,,,,,,,,font,viktorija zdenac,fuente,viktorija zdenac,15809
fountain,wallace,,,font	=	Wallace,fuente	=	Wallace,,,,,,,,,,,font,Wallace,fuente,Wallace,15810
frequency,0,frequency=0,,direcció	=	*,frecuencia	=	*,577110,0,3863,,573069,0,178,,Yes,3,direcció,*,frecuencia,*,15812
frequency,16.67,frequency=16.67,,freqüència	=	*,frecuencia	=	*,21439,,60,,21372,,7,,Yes,3,freqüència,*,frecuencia,*,15815
frequency,16.7,frequency=16.7,,freqüència	=	*,frecuencia	=	*,200357,,948,,198971,0,438,,Yes,4,freqüència,*,frecuencia,*,15816
frequency,50,frequency=50,,ngbe: fus	=	*,frecuencia	=	*,1272267,0,221757,0,1032026,0,18484,0,Yes,4,ngbe: fus,*,frecuencia,*,15811
frequency,60,frequency=60,,gnis:estat_id	=	*,frecuencia	=	*,254695,,19355,0,231191,0,4149,0,Yes,5,gnis:estat_id,*,frecuencia,*,15813
frontage_road,yes,frontage_road=yes,,front_carretera	=	sí,frente_carretera	=	sí,28667,,4,,28663,,,,Yes,1,front_carretera,sí,frente_carretera,sí,15817
fuel:GTL_diesel,yes,fuel:GTL_diesel=yes,,,,10494,,6771,,3699,,24,,No,3,,,,,12796
fuel:diesel,yes,fuel:diesel=yes,,combustible: dièsel	=	sí,combustible: diesel	=	sí,116857,,71881,0,44326,,650,,No,7,combustible: dièsel,sí,combustible: diesel,sí,15818
fuel:e10,yes,fuel:e10=yes,,combustible: e10	=	sí,combustible: e10	=	sí,17512,,10171,,7303,,38,,No,3,combustible: e10,sí,combustible: e10,sí,15819
fuel:lpg,yes,fuel:lpg=yes,,combustible:glp	=	sí,combustible:glp	=	sí,31502,,20914,0,10477,,111,,No,7,combustible:glp,sí,combustible:glp,sí,15820
fuel:octane_91,yes,fuel:octane_91=yes,,,,10398,,5133,,5165,,100,,No,3,,,,,12893
fuel:octane_92,yes,fuel:octane_92=yes,,combustible: octano_92	=	sí,combustible: octano_92	=	sí,19353,,11453,,7643,,257,,No,3,combustible: octano_92,sí,combustible: octano_92,sí,15821
fuel:octane_95,yes,fuel:octane_95=yes,,combustible: octanatge_95	=	sí,combustible: octanaje_95	=	sí,86017,,54777,0,30759,,481,,No,3,combustible: octanatge_95,sí,combustible: octanaje_95,sí,15822
fuel:octane_98,yes,fuel:octane_98=yes,,combustible: octano_98	=	sí,combustible: octano_98	=	sí,43576,,26533,0,16883,,160,,No,3,combustible: octano_98,sí,combustible: octano_98,sí,15823
garden:style,kitchen,garden:style=kitchen,,,,12241,,24,,11379,,838,0,No,4,,,,,10975
garden:type,botanical,,,jardí: tipus	=	botànic,jardín:tipo	=	botánico,,,,,,,,,,,jardí: tipus,botànic,jardín:tipo,botánico,15826
garden:type,community,garden:type=community,,,,15451,,1420,,13829,,202,,No,9,,,,,8786
garden:type,landscaping,garden:type=landscaping,,,,10784,,4,,10527,,253,,No,,,,,,12479
garden:type,monastery,,,jardí: tipus	=	monestir,jardín:tipo	=	monasterio,,,,,,,,,,,jardí: tipus,monestir,jardín:tipo,monasterio,15827
garden:type,private,garden:type=private,,jardí: tipus	=	privat,jardín:tipo	=	privado,28924,,22,,27858,,1044,0,No,1,jardí: tipus,privat,jardín:tipo,privado,15825
garden:type,residential,garden:type=residential,,jardí: tipus	=	Residencial,jardín:tipo	=	Residencial,256737,,180,,243043,0,13514,1,Yes,5,jardí: tipus,Residencial,jardín:tipo,Residencial,15824
garmin_type,0x6,,,tipus_garmin	=	*,tipo_garmin	=	*,,,,,,,,,,,tipus_garmin,*,tipo_garmin,*,15828
gate:type,double,gate:type=double,,,,12037,,11408,,629,,,,No,,,,,,11174
gauge,1000,gauge=1000,,NHD: Tipus F	=	*,medir	=	*,101236,,20,,100995,0,221,,No,4,NHD: Tipus F,*,medir,*,15833
gauge,1067,gauge=1067,,mesurar	=	*,medir	=	*,198207,,22,,198114,0,71,,No,4,mesurar,*,medir,*,15831
gauge,1435,gauge=1435,,lbcs:funció:codi	=	*,medir	=	*,2155994,0,504,,2154186,0,1304,0,No,4,lbcs:funció:codi,*,medir,*,15829
gauge,1520,gauge=1520,,mesurar	=	*,medir	=	*,323724,,114,,323585,0,25,,No,4,mesurar,*,medir,*,15830
gauge,1524,gauge=1524,,mesurar	=	*,medir	=	*,41570,,4,,41564,,2,,No,4,mesurar,*,medir,*,15835
gauge,1600,gauge=1600,,mesurar	=	*,medir	=	*,21960,,,,21960,,,,No,4,mesurar,*,medir,*,15836
gauge,1668,gauge=1668,,mesurar	=	*,medir	=	*,38946,,6,,38896,,44,,No,4,mesurar,*,medir,*,15834
gauge,1676,gauge=1676,,mesurar	=	*,medir	=	*,100345,,20,,100320,0,5,,No,4,mesurar,*,medir,*,15832
gbfs:system_id,hellocycling,gbfs:system_id=hellocycling,,,,12130,,12120,,10,,,,No,,,,,,11083
generator:method,anaerobic_digestion,,,generador: mètode	=	digestió anaeròbica,generador:método	=	digestión anaeróbica,,,,,,,,,,,generador: mètode,digestió anaeròbica,generador:método,digestión anaeróbica,15846
generator:method,barrage,,,generador: mètode	=	bombardeig,generador:método	=	bombardeo,,,,,,,,,,,generador: mètode,bombardeig,generador:método,bombardeo,15843
generator:method,combustion,generator:method=combustion,,generador: mètode	=	combustió,generador:método	=	combustión,26618,,19835,0,6701,,82,,Yes,6,generador: mètode,combustió,generador:método,combustión,15839
generator:method,fission,,,generador: mètode	=	fissió,generador:método	=	fisión,,,,,,,,,,,generador: mètode,fissió,generador:método,fisión,15847
generator:method,fusion,,,generador: mètode	=	fusió,generador:método	=	fusión,,,,,,,,,,,generador: mètode,fusió,generador:método,fusión,15848
generator:method,gasification,,,generador: mètode	=	gasificació,generador:método	=	gasificación,,,,,,,,,,,generador: mètode,gasificació,generador:método,gasificación,15849
generator:method,photovoltaic,generator:method=photovoltaic,,generador: mètode	=	fotovoltaica,generador:método	=	fotovoltaica,4781861,0,768894,0,4006001,0,6966,0,Yes,11,generador: mètode,fotovoltaica,generador:método,fotovoltaica,15837
generator:method,run-of-the-river,,,generador: mètode	=	corrent del riu,generador:método	=	corriente del río,,,,,,,,,,,generador: mètode,corrent del riu,generador:método,corriente del río,15845
generator:method,stream,,,generador: mètode	=	corrent,generador:método	=	corriente,,,,,,,,,,,generador: mètode,corrent,generador:método,corriente,15844
generator:method,thermal,generator:method=thermal,,generador: mètode	=	tèrmic,generador:método	=	térmico,81764,,3060,,78680,0,24,,Yes,8,generador: mètode,tèrmic,generador:método,térmico,15840
generator:method,water-pumped-storage,,,generador: mètode	=	emmagatzematge per bombament d'aigua,generador:método	=	almacenamiento por bombeo de agua,,,,,,,,,,,generador: mètode,emmagatzematge per bombament d'aigua,generador:método,almacenamiento por bombeo de agua,15842
generator:method,water-storage,,,generador: mètode	=	emmagatzematge d'aigua,generador:método	=	almacenamiento de agua,,,,,,,,,,,generador: mètode,emmagatzematge d'aigua,generador:método,almacenamiento de agua,15841
generator:method,wind_turbine,generator:method=wind_turbine,,generador: mètode	=	turbina eòlica,generador:método	=	turbina eólica,422591,,421184,0,1393,,14,,Yes,9,generador: mètode,turbina eòlica,generador:método,turbina eólica,15838
generator:output:electricity,1.5 MW,generator:output:electricity=1.5 MW,,,,16307,,16246,0,58,,3,,No,,,,,,8349
generator:output:electricity,1.5␣MW,,,generador:sortida:electricitat	=	*,generador:salida:electricidad	=	*,,,,,,,,,,,generador:sortida:electricitat,*,generador:salida:electricidad,*,15853
generator:output:electricity,2 MW,generator:output:electricity=2 MW,,,,23202,,22684,0,513,,5,,No,,,,,,6108
generator:output:electricity,2.3 MW,generator:output:electricity=2.3 MW,,,,11043,,10930,,113,,,,No,,,,,,12187
generator:output:electricity,2.3␣MW,,,generador:sortida:electricitat	=	*,generador:salida:electricidad	=	*,,,,,,,,,,,generador:sortida:electricitat,*,generador:salida:electricidad,*,15854
generator:output:electricity,2␣MW,,,generador:sortida:electricitat	=	*,generador:salida:electricidad	=	*,,,,,,,,,,,generador:sortida:electricitat,*,generador:salida:electricidad,*,15852
generator:output:electricity,small_installation,generator:output:electricity=small_installation,,generador:sortida:electricitat	=	petita_instal·lació,generador:salida:electricidad	=	pequeña_instalación,123855,,65113,0,58318,0,424,,Yes,1,generador:sortida:electricitat,petita_instal·lació,generador:salida:electricidad,pequeña_instalación,15851
generator:output:electricity,yes,generator:output:electricity=yes,,generador:sortida:electricitat	=	sí,generador:salida:electricidad	=	sí,4746074,0,784821,0,3954975,0,6278,0,No,5,generador:sortida:electricitat,sí,generador:salida:electricidad,sí,15850
generator:place,roof,generator:place=roof,,generador:lloc	=	sostre,generador:lugar	=	techo,36543,,14750,0,21486,,307,,No,1,generador:lloc,sostre,generador:lugar,techo,15855
generator:plant,intermediate,,,generador: planta	=	intermedi,generador:planta	=	intermedio,,,,,,,,,,,generador: planta,intermedi,generador:planta,intermedio,15856
generator:plant,output,generator:plant=output,,generador: planta	=	producció,generador:planta	=	producción,617255,0,4327,,612770,0,158,,Yes,2,generador: planta,producció,generador:planta,producción,15857
generator:solar:modules,10,generator:solar:modules=10,,nivell_administrador	=	*,generador:solar:modulos	=	*,21613,,16758,0,4852,,3,,No,,nivell_administrador,*,generador:solar:modulos,*,15860
generator:solar:modules,12,generator:solar:modules=12,,edifici:ruian:tipus	=	*,generador:solar:modulos	=	*,19619,,16612,0,3004,,3,,No,,edifici:ruian:tipus,*,generador:solar:modulos,*,15861
generator:solar:modules,14,generator:solar:modules=14,,,,11528,,9686,,1838,,4,,No,,,,,,11677
generator:solar:modules,16,generator:solar:modules=16,,edifici:ruian:tipus	=	*,generador:solar:modulos	=	*,22946,,20038,0,2899,,9,,No,,edifici:ruian:tipus,*,generador:solar:modulos,*,15858
generator:solar:modules,4,generator:solar:modules=4,,,,12653,,9360,,3293,,,,No,,,,,,10646
generator:solar:modules,6,generator:solar:modules=6,,caps	=	*,generador:solar:modulos	=	*,16058,,13004,,3051,,3,,No,,caps,*,generador:solar:modulos,*,15862
generator:solar:modules,8,generator:solar:modules=8,,capital	=	*,generador:solar:modulos	=	*,23117,,19585,0,3527,,5,,No,,capital,*,generador:solar:modulos,*,15859
generator:solar:tracking,no,generator:solar:tracking=no,,,,51213,,31308,0,19814,,91,,Yes,2,,,,,3254
generator:solar:tracking,single_axis,generator:solar:tracking=single_axis,,,,68703,,2413,,66287,0,3,,Yes,2,,,,,2625
generator:source,battery,,,generador:font	=	bateria,generador:fuente	=	batería,,,,,,,,,,,generador:font,bateria,generador:fuente,batería,15867
generator:source,biofuel,,,generador:font	=	biocombustible,generador:fuente	=	biocombustible,,,,,,,,,,,generador:font,biocombustible,generador:fuente,biocombustible,15868
generator:source,biogas,,,generador:font	=	biogàs,generador:fuente	=	biogás,,,,,,,,,,,generador:font,biogàs,generador:fuente,biogás,15869
generator:source,biomass,,,generador:font	=	biomassa,generador:fuente	=	biomasa,,,,,,,,,,,generador:font,biomassa,generador:fuente,biomasa,15870
generator:source,coal,,,generador:font	=	carbó,generador:fuente	=	carbón,,,,,,,,,,,generador:font,carbó,generador:fuente,carbón,15871
generator:source,diesel,,,generador:font	=	dièsel,generador:fuente	=	diesel,,,,,,,,,,,generador:font,dièsel,generador:fuente,diesel,15874
generator:source,electricity,,,generador:font	=	electricitat,generador:fuente	=	electricidad,,,,,,,,,,,generador:font,electricitat,generador:fuente,electricidad,15875
generator:source,gas,generator:source=gas,,generador:font	=	gas,generador:fuente	=	gas,13592,,10432,,3120,,40,,Yes,10,generador:font,gas,generador:fuente,gas,15865
generator:source,gasoline,,,generador:font	=	benzina,generador:fuente	=	gasolina,,,,,,,,,,,generador:font,benzina,generador:fuente,gasolina,15876
generator:source,geothermal,,,generador:font	=	geotèrmia,generador:fuente	=	geotermia,,,,,,,,,,,generador:font,geotèrmia,generador:fuente,geotermia,15877
generator:source,hydro,generator:source=hydro,,generador:font	=	hidre,generador:fuente	=	hidro,13450,,9692,,3716,,42,,Yes,8,generador:font,hidre,generador:fuente,hidro,15866
generator:source,nuclear,,,generador:font	=	nuclear,generador:fuente	=	nuclear,,,,,,,,,,,generador:font,nuclear,generador:fuente,nuclear,15878
generator:source,oil,,,generador:font	=	petroli,generador:fuente	=	petróleo,,,,,,,,,,,generador:font,petroli,generador:fuente,petróleo,15881
generator:source,osmotic,,,generador:font	=	osmòtic,generador:fuente	=	osmótico,,,,,,,,,,,generador:font,osmòtic,generador:fuente,osmótico,15880
