key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
seamark:radar_reflector,no,,,marca de mar: reflector de radar	=	no,marca de mar: reflector de radar	=	no,,,,,,,,,,,marca de mar: reflector de radar,no,marca de mar: reflector de radar,no,19614
seasonal,no,seasonal=no,,estacional	=	no,estacional	=	no,93544,,12834,,80566,0,144,,Yes,11,estacional,no,estacional,no,19836
segregated,no,segregated=no,,aïllat	=	no,aislado	=	no,1379077,0,5409,,1373586,0,82,,Yes,6,aïllat,no,aislado,no,19853
self_service,no,self_service=no,,autoservei	=	no,autoservicio	=	no,29508,,16085,0,13331,,92,,No,4,autoservei,no,autoservicio,no,19856
shelter,no,shelter=no,,refugi	=	no,refugio	=	no,949016,0,896147,0,52334,,535,,Yes,8,refugi,no,refugio,no,19894
ship,no,ship=no,,Embarcació	=	no,Embarcacion	=	no,24510,,66,,23988,,456,,No,4,Embarcació,no,Embarcacion,no,19910
shop,no,,,botiga	=	no,tienda	=	no,,,,,,,,,,,botiga,no,tienda,no,20033
shoulder,no,shoulder=no,,espatlla	=	no,hombro	=	no,253164,,,,253164,0,,,No,3,espatlla,no,hombro,no,20216
sidewalk,no,sidewalk=no,,vorera	=	no,acera	=	no,1729552,0,72,,1729450,0,30,,Yes,6,vorera,no,acera,no,20226
sidewalk:both,no,sidewalk:both=no,,,,61677,,10,,61667,0,,,No,1,,,,,2843
sidewalk:left,no,sidewalk:left=no,,vorera: esquerra	=	no,acera: izquierda	=	no,384812,,36,,384775,0,1,,No,2,vorera: esquerra,no,acera: izquierda,no,20236
sidewalk:right,no,sidewalk:right=no,,vorera: dreta	=	no,acera: derecha	=	no,113458,,6,,113452,0,,,Yes,2,vorera: dreta,no,acera: derecha,no,20239
ski,no,ski=no,,esquí	=	no,esquí	=	no,31771,,513,,31243,,15,,No,4,esquí,no,esquí,no,20282
smoking,no,smoking=no,,de fumar	=	no,de fumar	=	no,139027,,74045,0,61521,0,3461,0,Yes,14,de fumar,no,de fumar,no,20284
snowmobile,no,snowmobile=no,,motoneu	=	no,motonieve	=	no,42918,,51,,42473,,394,,No,4,motoneu,no,motonieve,no,20296
supervised,no,supervised=no,,supervisat	=	no,supervisado	=	no,281651,,128702,0,150632,0,2317,0,No,30,supervisat,no,supervisado,no,21017
survey_point:datum_aligned,no,,,punt d'aixecament: datum alineat	=	no,punto de levantamiento:datum alineado	=	no,,,,,,,,,,,punt d'aixecament: datum alineat,no,punto de levantamiento:datum alineado,no,21099
tactile_paving,no,tactile_paving=no,,paviment_tactil	=	no,pavimento_tactil	=	no,2798119,0,2234111,0,562848,0,1160,0,Yes,14,paviment_tactil,no,pavimento_tactil,no,21125
takeaway,no,takeaway=no,,,,10258,,7717,,2519,,22,,No,12,,,,,13078
tidal,no,tidal=no,,de marea	=	no,de marea	=	no,91051,,2058,,78229,0,10764,0,No,,de marea,no,de marea,no,21168
tiger:reviewed,no,tiger:reviewed=no,,tigre: revisat	=	no,tigre:revisado	=	no,10511384,0,123,,10509082,0,2179,0,No,,tigre: revisat,no,tigre:revisado,no,21183
tiger:separated,no,tiger:separated=no,,tigre: separat	=	no,tigre: separado	=	no,1348119,0,,,1348119,0,,,No,,tigre: separat,no,tigre: separado,no,21187
toilets,no,toilets=no,,banys	=	no,baños	=	no,28270,,19568,0,8566,,136,,No,27,banys,no,baños,no,21197
toilets:handwashing,no,toilets:handwashing=no,,banys: rentat de mans	=	no,baños: lavado de manos	=	no,24837,,22737,0,2100,,,,No,28,banys: rentat de mans,no,baños: lavado de manos,no,21203
toilets:wheelchair,no,toilets:wheelchair=no,,lavabos: cadira de rodes	=	no,aseos:silla de ruedas	=	no,86898,,66274,0,20263,,361,,No,30,lavabos: cadira de rodes,no,aseos:silla de ruedas,no,21206
toll,no,toll=no,,peatge	=	no,peaje	=	no,134121,,324,,133562,0,235,,No,4,peatge,no,peaje,no,21209
tourist_bus,no,tourist_bus=no,,,,10704,,1221,,9472,,11,,No,5,,,,,12572
traffic_calming,no,traffic_calming=no,,calmar el trànsit	=	no,calmar el tráfico	=	no,10037,,6374,,3663,,,,No,2,calmar el trànsit,no,calmar el tráfico,no,21322
traffic_signals:sound,no,traffic_signals:sound=no,,senyals_de_trànsit:so	=	no,señales_de_tráfico:sonido	=	no,213806,,206868,0,6938,,,,Yes,8,senyals_de_trànsit:so,no,señales_de_tráfico:sonido,no,21456
traffic_signals:vibration,no,traffic_signals:vibration=no,,senyals_de_tràfic: vibració	=	no,señales_de_tráfico:vibración	=	no,232274,,217317,0,14957,,,,No,6,senyals_de_tràfic: vibració,no,señales_de_tráfico:vibración,no,21458
trail_visibility,no,trail_visibility=no,,rastre_visibilitat	=	no,rastro_visibilidad	=	no,20657,,12,,20642,,3,,No,10,rastre_visibilitat,no,rastro_visibilidad,no,21465
trailblazed,no,trailblazed=no,,,,10846,,5,,10735,,106,,No,3,,,,,12413
train,no,,,tren	=	no,tren	=	no,,,,,,,,,,,tren,no,tren,no,21473
trolley_wire,no,trolley_wire=no,,,,14782,,1,,14780,,1,,No,2,,,,,9183
tunnel,no,tunnel=no,,túnel	=	no,túnel	=	no,24434,,6,,24423,,5,,No,2,túnel,no,túnel,no,21528
vehicle,no,vehicle=no,,vehicle	=	no,vehículo	=	no,174306,,25330,0,148700,0,276,,Yes,11,vehicle,no,vehículo,no,21696
wall,no,wall=no,,paret	=	no,pared	=	no,12177928,0,464,,12170596,0,6868,0,Yes,1,paret,no,pared,no,21775
wheelchair,no,wheelchair=no,,cadira de rodes	=	no,silla de ruedas	=	no,921324,0,666049,0,250132,0,5143,0,Yes,41,cadira de rodes,no,silla de ruedas,no,21904
wholesale,no,,,majorista	=	no,mayorista	=	No,,,,,,,,,,,majorista,no,mayorista,No,21939
winter_service,no,winter_service=no,,servei_d'hivern	=	no,servicio_de_invierno	=	no,15948,,36,,15896,,16,,No,1,servei_d'hivern,no,servicio_de_invierno,no,21955
4wd_only,yes,4wd_only=yes,,Només 4x4	=	sí,Sólo 4x4	=	sí,40087,,3502,,36578,,7,,Yes,3,Només 4x4,sí,Sólo 4x4,sí,13420
NHS,yes,NHS=yes,,Servei Nacional de Salut	=	sí,Servicio Nacional de Salud	=	sí,307121,,34,,307059,0,28,,No,,Servei Nacional de Salut,sí,Servicio Nacional de Salud,sí,18175
abandoned,yes,abandoned=yes,,Abandonat	=	sí,Abandonado	=	sí,130790,,26042,0,103443,0,1305,0,Yes,4,Abandonat,sí,Abandonado,sí,13421
abandoned:building,yes,abandoned:building=yes,,Abandonat:edifici	=	sí,Abandonado:edificio	=	sí,131992,,327,,131574,0,91,,No,,Abandonat:edifici,sí,Abandonado:edificio,sí,13424
access,yes,access=yes,,accés	=	sí,acceso	=	sí,2529690,0,776626,0,1734711,0,18353,0,Yes,48,accés,sí,acceso,sí,13436
addr:contact,yes,addr:contact=yes,,,,10343,,9044,,1190,,109,,No,,,,,,12966
addr:nostreet,yes,addr:nostreet=yes,,direcció: sense carrer	=	sí,dirección: sin calle	=	sí,70976,,15269,0,55699,,8,,No,,direcció: sense carrer,sí,dirección: sin calle,sí,13513
agricultural,yes,agricultural=yes,,agrícola	=	sí,agrícola	=	sí,36356,,743,,35525,,88,,Yes,4,agrícola,sí,agrícola,sí,13634
air_conditioning,yes,air_conditioning=yes,,aire condicionat	=	sí,aire acondicionado	=	sí,104536,,66072,0,36380,,2084,0,No,,aire condicionat,sí,aire acondicionado,sí,13635
animal_shelter:sanctuary,yes,,,refugi d'animals: santuari	=	si,refugio de animales: santuario	=	si,,,,,,,,,,,refugi d'animals: santuari,si,refugio de animales: santuario,si,13973
anthropogenic,yes,,,antropogènic	=	si,antropogénico	=	si,,,,,,,,,,,antropogènic,si,antropogénico,si,13977
area,yes,area=yes,,àrea	=	sí,área	=	sí,1928513,0,657,,1883070,0,44786,0,Yes,20,àrea,sí,área,sí,13996
area:highway,yes,area:highway=yes,,zona:carretera	=	sí,zona:carretera	=	sí,20633,,,,19961,,672,,No,1,zona:carretera,sí,zona:carretera,sí,14003
armrest,yes,armrest=yes,,,,44054,,43719,0,335,,,,No,8,,,,,3657
artist:unknown,yes,,,artista:desconegut	=	si,artista:desconocido	=	si,,,,,,,,,,,artista:desconegut,si,artista:desconocido,si,14013
assembly_point:earthquake,yes,,,punt de trobada: terratrèmol	=	si,punto de encuentro:terremoto	=	si,,,,,,,,,,,punt de trobada: terratrèmol,si,punto de encuentro:terremoto,si,14023
assembly_point:fire,yes,,,punt de trobada:foc	=	si,punto de encuentro:fuego	=	si,,,,,,,,,,,punt de trobada:foc,si,punto de encuentro:fuego,si,14024
assembly_point:flood,yes,,,punt de trobada: inundació	=	si,punto de encuentro:inundación	=	si,,,,,,,,,,,punt de trobada: inundació,si,punto de encuentro:inundación,si,14025
assembly_point:landslide,yes,,,punt de reunió: lliscament de terra	=	si,punto de reunión: deslizamiento de tierra	=	si,,,,,,,,,,,punt de reunió: lliscament de terra,si,punto de reunión: deslizamiento de tierra,si,14026
assembly_point:tornado,yes,,,punt de trobada: tornado	=	si,punto de encuentro: tornado	=	si,,,,,,,,,,,punt de trobada: tornado,si,punto de encuentro: tornado,si,14027
assembly_point:tsunami,yes,,,punt de trobada:tsunami	=	si,punto de encuentro:tsunami	=	si,,,,,,,,,,,punt de trobada:tsunami,si,punto de encuentro:tsunami,si,14028
atm,yes,atm=yes,,Caixer automàtic	=	sí,Cajero automático	=	sí,186267,,140331,0,45497,,439,,Yes,6,Caixer automàtic,sí,Cajero automático,sí,14042
authentication:app,yes,authentication:app=yes,,,,51833,,50438,0,1383,,12,,No,7,,,,,3218
authentication:contactless,yes,authentication:contactless=yes,,,,13502,,13259,,232,,11,,No,2,,,,,9994
authentication:membership_card,yes,authentication:membership_card=yes,,autenticació: tarjeta_de_membre	=	sí,autenticación: tarjeta_de_miembro	=	sí,25375,,24520,0,847,,8,,No,4,autenticació: tarjeta_de_membre,sí,autenticación: tarjeta_de_miembro,sí,14077
authoritative,yes,authoritative=yes,,autoritari	=	sí,autoritario	=	sí,11689,,1,,8794,,2894,0,No,,autoritari,sí,autoritario,sí,14078
automated,yes,automated=yes,,automatitzat	=	si,automatizado	=	si,18063,,8568,,9447,,48,,Yes,4,automatitzat,si,automatizado,si,14079
baby_hatch,yes,,,escotilla de beu	=	si,escotilla de bebe	=	si,,,,,,,,,,,escotilla de beu,si,escotilla de bebe,si,14085
backcountry,yes,backcountry=yes,,travessia	=	sí,travesía	=	sí,22284,,20641,0,1572,,71,,No,5,travessia,sí,travesía,sí,14086
backrest,yes,backrest=yes,,respatller	=	sí,respaldo	=	sí,1617130,0,1605821,0,11296,,13,,No,10,respatller,sí,respaldo,sí,14087
bar,yes,bar=yes,,,,21697,,14860,0,6645,,192,,No,3,,,,,6473
barrier,yes,barrier=yes,,barrera	=	sí,barrera	=	sí,151868,,49250,0,102536,0,82,,Yes,12,barrera,sí,barrera,sí,14103
barrier:keypad,yes,barrier:keypad=yes,,,,23016,,23009,0,7,,,,No,,,,,,6164
bbq,yes,,,barbacoa	=	si,barbacoa	=	si,,,,,,,,,,,barbacoa,si,barbacoa,si,14187
bdouble,yes,bdouble=yes,,bdoble	=	sí,bdoble	=	sí,58367,,139,,58149,0,79,,No,1,bdoble,sí,bdoble,sí,14188
bench,yes,bench=yes,,taula de treball	=	sí,mesa de trabajo	=	sí,1012673,0,816885,3,190821,0,4967,0,Yes,8,taula de treball,sí,mesa de trabajo,sí,14204
bicycle,yes,bicycle=yes,,bicicleta	=	sí,bicicleta	=	sí,4178799,0,920363,0,3237385,0,21051,0,Yes,21,bicicleta,sí,bicicleta,sí,14206
bicycle_road,yes,bicycle_road=yes,,bicicleta_carretera	=	sí,bicicleta_carretera	=	sí,20252,,79,,20172,,1,,Yes,12,bicicleta_carretera,sí,bicicleta_carretera,sí,14226
bin,yes,bin=yes,,compartiment	=	sí,compartimiento	=	sí,624397,0,475436,0,144379,0,4582,0,Yes,9,compartiment,sí,compartimiento,sí,14232
biosphärenwirt,yes,,,biosphärenwirt	=	si,biosphärenwirt	=	si,,,,,,,,,,,biosphärenwirt,si,biosphärenwirt,si,14234
boat,yes,boat=yes,,vaixell	=	sí,barco	=	sí,53027,,591,,50839,,1597,0,Yes,9,vaixell,sí,barco,sí,14242
boat:rental,yes,,,vaixell: lloguer	=,barco: alquiler	=	si,,,,,,,,,,,vaixell: lloguer,,barco: alquiler,si,14244
bottle,yes,bottle=yes,,ampolla	=	sí,botella	=	sí,27036,,26937,0,97,,2,,No,7,ampolla,sí,botella,sí,14269
bridge,yes,bridge=yes,,pont	=	sí,puente	=	sí,6793854,0,1652,,6791268,6,934,0,Yes,19,pont,sí,puente,sí,14341
building,yes,building=yes,"A building is a permanent construction with a roof and walls, used for various purposes","Un edifici és una construcció permanent amb sostre i parets, utilitzat per a diversos propòsits | edifici	=	sí","Un edificio es una construcción permanente con techo y paredes, utilizado para diversos propósitos | edificio	=	sí",524808847,0,305361,0,523828637,0,674849,0,Yes,15,edifici,sí,edificio,sí,14375
building:fireproof,yes,building:fireproof=yes,,edifici: incombustible	=	sí,edificio: incombustible	=	sí,189075,,5,,189044,0,26,,No,,edifici: incombustible,sí,edificio: incombustible,sí,14599
building:part,yes,building:part=yes,,edifici:part	=	sí,edificio:parte	=	sí,3249868,0,1256,,3134876,0,113736,0,Yes,6,edifici:part,sí,edificio:parte,sí,14669
building:prefabricated,yes,building:prefabricated=yes,,edifici: prefabricat	=	si,edificio: prefabricado	=	si,13206,,115,,13085,,6,,Yes,1,edifici: prefabricat,si,edificio: prefabricado,si,14677
building:use:parking,yes,building:use:parking=yes,,edifici:ús:estacionament	=	sí,edificio:uso:estacionamiento	=	sí,10847,,,,10836,,11,,No,,edifici:ús:estacionament,sí,edificio:uso:estacionamiento,sí,14713
building:use:residential,yes,building:use:residential=yes,,edifici:ús:residencial	=	sí,edificio:uso:residencial	=	sí,46396,,3,,46383,,10,,No,,edifici:ús:residencial,sí,edificio:uso:residencial,sí,14720
bulk_purchase,yes,,,a granel	=	sí,a granel	=	sí,,,,,,,,,,,a granel,sí,a granel,sí,14722
bus,yes,bus=yes,guagua,autobús sí,autobús sí guagua  sí,4575365,0,4289466,0,251936,0,33963,0,Yes,16,autobús,sí,autobús  guagua,guagua  sí,14729
button_operated,yes,button_operated=yes,,botó_operat	=	sí,botón_operado	=	sí,311461,,270140,1,41321,,,,Yes,7,botó_operat,sí,botón_operado,sí,14742
cabin:rental,yes,,,cabana:lloguer	=	si,cabaña:alquiler	=	si,,,,,,,,,,,cabana:lloguer,si,cabaña:alquiler,si,14745
camra,yes,,,càmera	=	si,cámara	=	si,,,,,,,,,,,càmera,si,cámara,si,14778
canoe,yes,canoe=yes,,,,31243,,1863,,28919,,461,,No,9,,,,,4790
capacity:disabled,yes,capacity:disabled=yes,,capacitat: deshabilitat	=	sí,capacidad: deshabilitado	=	sí,19051,,3331,,15307,,413,,No,8,capacitat: deshabilitat,sí,capacidad: deshabilitado,sí,14792
capital,yes,,,capital	=	si,capital	=	si,,,,,,,,,,,capital,si,capital,si,14802
car,yes,,,auto	=	si,auto	=	si,,,,,,,,,,,auto,si,auto,si,14804
caravans,yes,caravans=yes,,caravanes	=	sí,caravanas	=	sí,34509,,13954,0,19711,,844,0,No,5,caravanes,sí,caravanas,sí,14809
cash_in,yes,cash_in=yes,,,,21021,,20948,0,72,,1,,No,5,,,,,6650
center_turn_lane,yes,,,carril de gir central	=	si,carril de giro central	=	si,,,,,,,,,,,carril de gir central,si,carril de giro central,si,14829
centre_turn_lane,yes,centre_turn_lane=yes,,,,10513,,4,,10509,,,,No,,,,,,12771
changing_table,yes,changing_table=yes,,taula per canviar bolquers	=	sí,mesa para cambiar pañales	=	sí,22892,,16227,0,6552,,113,,Yes,32,taula per canviar bolquers,sí,mesa para cambiar pañales,sí,14837
changing_table:fee,yes,,,canviador: tarifa	=	si,cambiador: tarifa	=	si,,,,,,,,,,,canviador: tarifa,si,cambiador: tarifa,si,14839
club,yes,club=yes,,,,11558,,5854,,5659,,45,,No,3,,,,,11635
club-mate,yes,,,company de club	=	si,compañero de club	=	si,,,,,,,,,,,company de club,si,compañero de club,si,14902
cocktails,yes,,,còctels	=	si,cocteles	=	si,,,,,,,,,,,còctels,si,cocteles,si,14906
communication:lte,yes,communication:lte=yes,,,,11172,,11086,,86,,,,No,,,,,,12038
communication:microwave,yes,communication:microwave=yes,,,,12062,,11410,,637,,15,,No,2,,,,,11146
communication:mobile_phone,yes,communication:mobile_phone=yes,,comunicació:telèfon_mòbil	=	sí,comunicación:teléfono_móvil	=	sí,219035,,216621,0,2397,,17,,No,5,comunicació:telèfon_mòbil,sí,comunicación:teléfono_móvil,sí,14936
communication:radio,yes,communication:radio=yes,,,,17726,,16478,0,735,,513,,No,4,,,,,7766
complete,yes,complete=yes,,,,10216,,1,,92,,10123,0,No,1,,,,,13132
compressed_air,yes,compressed_air=yes,,aire comprimit	=	sí,aire comprimido	=	sí,42592,,23874,0,18620,,98,,No,2,aire comprimit,sí,aire comprimido,sí,14960
construction,yes,construction=yes,,construcció	=	si,construcción	=	si,259778,,186999,0,72519,0,260,,Yes,2,construcció,si,construcción,si,14997
consulate,yes,,,consolat	=	si,consulado	=	si,,,,,,,,,,,consolat,si,consulado,si,15013
conveying,yes,conveying=yes,,transport	=	sí,transporte	=	sí,14945,,153,,14649,,143,,No,6,transport,sí,transporte,sí,15037
cosmha,yes,cosmha=yes,,cosmha	=	sí,cosmha	=	sí,40127,,2504,,37614,,9,,No,,cosmha,sí,cosmha,sí,15041
covered,yes,covered=yes,,cobert	=	sí,cubierto	=	sí,876550,0,195119,0,680468,0,963,0,Yes,20,cobert,sí,cubierto,sí,15047
craft,yes,,,artesania	=	si,artesanía	=	si,,,,,,,,,,,artesania,si,artesanía,si,15077
crop,yes,,,cultiu	=	si,cultivo	=	si,,,,,,,,,,,cultiu,si,cultivo,si,15173
crossing:bell,yes,crossing:bell=yes,,encreuament:campana	=	sí,cruce:campana	=	sí,62410,,62392,0,17,,1,,No,4,encreuament:campana,sí,cruce:campana,sí,15218
crossing:island,yes,crossing:island=yes,,encreuament: illa	=	sí,cruce: isla	=	sí,434350,,318483,0,115844,0,23,,Yes,10,encreuament: illa,sí,cruce: isla,sí,15221
crossing:light,yes,crossing:light=yes,,encreuament: llum	=	sí,cruce: luz	=	sí,87654,,87543,0,110,,1,,No,5,encreuament: llum,sí,cruce: luz,sí,15222
crossing:markings,yes,crossing:markings=yes,,,,1635610,0,989138,0,646472,0,,,Yes,11,,,,,223
crossing:saltire,yes,crossing:saltire=yes,,encreuament: saltir	=	sí,cruce:saltire	=	sí,32063,,32057,0,6,,,,No,1,encreuament: saltir,sí,cruce:saltire,sí,15225
crossing:signals,yes,crossing:signals=yes,,,,321448,,202977,0,118470,0,1,,Yes,7,,,,,772
currency:EUR,yes,currency:EUR=yes,,moneda: euros	=	sí,moneda: euros	=	sí,41465,,39295,0,2147,,23,,No,2,moneda: euros,sí,moneda: euros,sí,15321
currency:USD,yes,currency:USD=yes,,,,13851,,11819,,2010,,22,,No,2,,,,,9764
currency:XBT,yes,currency:XBT=yes,,,,18060,,16693,0,1344,,23,,No,2,,,,,7641
cutting,yes,cutting=yes,,tall	=	sí,corte	=	sí,75204,,123,,75065,0,16,,Yes,4,tall,sí,corte,sí,15327
cycle_highway,yes,,,ciclovia	=	si,ciclovía	=	si,,,,,,,,,,,ciclovia,si,ciclovía,si,15329
cyclestreet,yes,cyclestreet=yes,,ciclocarrer	=	si,ciclocalle	=	si,18327,,36,,18289,,2,,Yes,10,ciclocarrer,si,ciclocalle,si,15344
cycleway,yes,,,carril bici	=	si,carril bici	=	si,,,,,,,,,,,carril bici,si,carril bici,si,15356
cycleway:right:buffer,yes,cycleway:right:buffer=yes,,,,12124,,,,12124,,,,No,2,,,,,11093
cycleway:right:oneway,yes,cycleway:right:oneway=yes,,,,12997,,2,,12995,,,,Yes,,,,,,10384
delivery,yes,delivery=yes,,entrega	=	sí,entrega	=	sí,76433,,56822,0,19505,,106,,Yes,14,entrega,sí,entrega,sí,15419
demolished,yes,,,demolit	=	si,demolido	=	si,,,,,,,,,,,demolit,si,demolido,si,15422
demolished:building,yes,demolished:building=yes,,demolit: edifici	=	sí,demolido: edificio	=	sí,120287,,925,,119125,0,237,,No,,demolit: edifici,sí,demolido: edificio,sí,15423
dennert_fir_tree,yes,,,avet denněrt	=	si,abeto dennert	=	si,,,,,,,,,,,avet denněrt,si,abeto dennert,si,15424
departures_board,yes,departures_board=yes,,sortides a bord	=	sí,salidas a bordo	=	sí,26938,,23498,0,3324,,116,,No,10,sortides a bord,sí,salidas a bordo,sí,15451
design:incomplete,yes,design:incomplete=yes,,disseny: incomplet	=	sí,diseño: incompleto	=	sí,23397,,23376,0,21,,,,No,2,disseny: incomplet,sí,diseño: incompleto,sí,15469
destroyed,yes,,,destruït	=	si,destruido	=	si,,,,,,,,,,,destruït,si,destruido,si,15478
destroyed:building,yes,destroyed:building=yes,,,,40976,,86,,40884,,6,,No,1,,,,,3842
dibavod:needs:review,yes,dibavod:needs:review=yes,,dibavod:necessitats:revisió	=	sí,dibavod:necesidades:revisión	=	sí,28852,,1,,28757,,94,,No,,dibavod:necessitats:revisió,sí,dibavod:necesidades:revisión,sí,15482
diet:halal,yes,diet:halal=yes,,,,12411,,10252,,2142,,17,,No,14,,,,,10821
diet:kosher,yes,,,dieta: kosher	=	si,dieta: kosher	=	si,,,,,,,,,,,dieta: kosher,si,dieta: kosher,si,15483
diet:meat,yes,,,dieta:carn	=	si,dieta:carne	=	si,,,,,,,,,,,dieta:carn,si,dieta:carne,si,15485
diet:vegan,yes,diet:vegan=yes,,dieta: vegana	=	sí,dieta: vegana	=	sí,40890,,35338,0,5515,,37,,No,15,dieta: vegana,sí,dieta: vegana,sí,15486
diet:vegetarian,yes,diet:vegetarian=yes,,dieta: vegetariana	=	sí,dieta: vegetariana	=	sí,85908,,73771,0,12070,,67,,No,15,dieta: vegetariana,sí,dieta: vegetariana,sí,15487
dispensing,yes,dispensing=yes,,dispensant	=	sí,dispensando	=	sí,138421,,118520,0,19803,,98,,Yes,4,dispensant,sí,dispensando,sí,15517
disused,yes,disused=yes,,en desús	=	sí,en desuso	=	sí,96882,,38444,0,57431,0,1007,0,Yes,8,en desús,sí,en desuso,sí,15521
disused:shop,yes,disused:shop=yes,,en desús: botiga	=	sí,en desuso: tienda	=	sí,43639,,36842,0,6778,,19,,No,,en desús: botiga,sí,en desuso: tienda,sí,15529
dog,yes,dog=yes,,gos	=	sí,perro	=	sí,35195,,5431,,29167,,597,,Yes,27,gos,sí,perro,sí,15535
door,yes,door=yes,,porta	=	sí,puerta	=	sí,117011,,116642,0,366,,3,,No,6,porta,sí,puerta,sí,15540
drink:viez,yes,,,beguda: vez	=	si,bebida: viez	=	si,,,,,,,,,,,beguda: vez,si,bebida: viez,si,15549
drinking_water,yes,drinking_water=yes,,aigua potable	=	sí,agua potable	=	sí,94393,,79747,0,14212,,434,,Yes,12,aigua potable,sí,agua potable,sí,15551
drive_through,yes,drive_through=yes,,servei al carro	=	sí,servicio al carro	=	sí,93871,,36091,0,57467,0,313,,Yes,12,servei al carro,sí,servicio al carro,sí,15555
dual_carriageway,yes,dual_carriageway=yes,,autovia	=	sí,autovía	=	sí,165795,,11,,165783,0,1,,Yes,2,autovia,sí,autovía,sí,15558
edit_group,yes,,,editar grup	=	si,editar grupo	=	si,,,,,,,,,,,editar grup,si,editar grupo,si,15560
electricity,yes,,,electricitat	=	si,electricidad	=	si,,,,,,,,,,,electricitat,si,electricidad,si,15568
embankment,yes,embankment=yes,,terraplè	=	sí,terraplén	=	sí,276697,,119,,276518,0,60,,Yes,10,terraplè,sí,terraplén,sí,15575
embassy,yes,,,ambaixada	=	si,embajada	=	si,,,,,,,,,,,ambaixada,si,embajada,si,15583
emergency,yes,emergency=yes,,emergència	=	sí,emergencia	=	sí,127234,,16877,0,108907,0,1450,0,Yes,7,emergència,sí,emergencia,sí,15586
entrance,yes,entrance=yes,,entrada	=	sí,entrada	=	sí,2680262,0,2677259,0,2971,,32,,Yes,11,entrada,sí,entrada,sí,15651
ephemeral,yes,ephemeral=yes,,efímer	=	sí,efímero	=	sí,41386,,4,,41372,,10,,No,,efímer,sí,efímero,sí,15666
esperanto,yes,,,esperanto	=	si,esperanto	=	si,,,,,,,,,,,esperanto,si,esperanto,si,15668
estuary,yes,,,estuari	=	si,estuario	=	si,,,,,,,,,,,estuari,si,estuario,si,15671
european_cultural_path,yes,,,camí cultural europeu	=	si,camino cultural europeo	=	si,,,,,,,,,,,camí cultural europeu,si,camino cultural europeo,si,15672
exit,yes,exit=yes,,sortida	=	sí,salida	=	sí,24741,,24344,0,397,,,,No,,sortida,sí,salida,sí,15674
expressway,yes,expressway=yes,,Autopista	=	sí,Autopista	=	sí,209911,,34,,209876,0,1,,Yes,2,Autopista,sí,Autopista,sí,15677
fallow,yes,,,guaret	=,barbecho	=	si,,,,,,,,,,,guaret,,barbecho,si,15681
fdot:sis,yes,fdot:sis=yes,,fdot: germana	=	sí,fdot: hermana	=	sí,17759,,,,17759,,,,No,,fdot: germana,sí,fdot: hermana,sí,15688
fee,yes,fee=yes,,tarifa	=	sí,tarifa	=	sí,551396,,225974,0,283140,0,42282,0,Yes,42,tarifa,sí,tarifa,sí,15690
female,yes,female=yes,,femení	=	sí,femenino	=	sí,81470,,66463,0,14808,,199,,Yes,20,femení,sí,femenino,sí,15691
fenced,yes,,,tancat	=	si,cercado	=	si,,,,,,,,,,,tancat,si,cercado,si,15702
ferry,yes,ferry=yes,,transportar	=	sí,transportar	=	sí,27153,,23502,0,3381,,270,,Yes,5,transportar,sí,transportar,sí,15703
fire_hydrant:pressure,yes,fire_hydrant:pressure=yes,,hidrant_d'incendi:pressió	=	sí,hidrante_de_incendio:presión	=	sí,31485,,31484,0,1,,,,No,3,hidrant_d'incendi:pressió,sí,hidrante_de_incendio:presión,sí,15722
fire_path,yes,,,camí de foc	=	si,camino de fuego	=	si,,,,,,,,,,,camí de foc,si,camino de fuego,si,15730
fireplace,yes,fireplace=yes,,xemeneia	=	sí,chimenea	=	sí,20468,,15142,0,5294,,32,,No,4,xemeneia,sí,chimenea,sí,15731
fixme,yes,fixme=yes,,,,21843,,5553,,16031,,259,,No,2,,,,,6434
flat_steps,yes,,,passos plans	=	si,pasos planos	=	si,,,,,,,,,,,passos plans,si,pasos planos,si,15747
floating,yes,floating=yes,,flotant	=	sí,flotante	=	sí,116108,,392,,115531,0,185,,Yes,3,flotant,sí,flotante,sí,15748
flood_prone,yes,flood_prone=yes,,propens a inundar-se	=	sí,propenso a inundarse	=	sí,29336,,3411,,21822,,4103,0,Yes,7,propens a inundar-se,sí,propenso a inundarse,sí,15751
foot,yes,foot=yes,,peu	=	sí,pie	=	sí,4068125,0,764717,0,3286228,0,17180,0,Yes,16,peu,sí,pie,sí,15760
footway,yes,,,senda	=	si,senda	=	si,,,,,,,,,,,senda,si,senda,si,15780
ford,yes,ford=yes,,gual	=	sí,vado	=	sí,1436575,0,1308616,0,127956,0,3,,Yes,12,gual,sí,vado,sí,15790
forklift,yes,,,màquina elevadora	=	si,máquina elevadora	=	si,,,,,,,,,,,màquina elevadora,si,máquina elevadora,si,15795
frontage_road,yes,frontage_road=yes,,front_carretera	=	sí,frente_carretera	=	sí,28667,,4,,28663,,,,Yes,1,front_carretera,sí,frente_carretera,sí,15817
fuel:GTL_diesel,yes,fuel:GTL_diesel=yes,,,,10494,,6771,,3699,,24,,No,3,,,,,12796
