key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
operator,helpbidea,operator=helpbidea,An OSM operator tag with value 'helpbidea' used to describe operator features,Una etiqueta OSM operator amb valor 'helpbidea' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'helpbidea' utilizada para describir características operator,180227,0.0,180227,0.0007,0,0.0,0,0.0,No,0,1248
foot,permissive,foot=permissive,An OSM foot tag with value 'permissive' used to describe foot features,Una etiqueta OSM foot amb valor 'permissive' utilitzada per descriure característiques foot,Una etiqueta OSM foot con valor 'permissive' utilizada para describir características foot,180220,0.0,10108,0.0,169948,0.0001,164,0.0,Yes,12,1249
start_date,1986,start_date=1986,An OSM start_date tag with value '1986' used to describe start_date features,Una etiqueta OSM start_date amb valor '1986' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1986' utilizada para describir características start_date,180143,0.0,7878,0.0,171554,0.0002,711,0.0001,No,0,1250
railway:traffic_mode,mixed,railway:traffic_mode=mixed,An OSM railway:traffic_mode tag with value 'mixed' used to describe railway:traffic_mode features,Una etiqueta OSM railway:traffic_mode amb valor 'mixed' utilitzada per descriure característiques railway:traffic_mode,Una etiqueta OSM railway:traffic_mode con valor 'mixed' utilizada para describir características railway:traffic_mode,180113,0.0,84,0.0,180016,0.0002,13,0.0,No,1,1251
seats,3,seats=3,An OSM seats tag with value '3' used to describe seats features,Una etiqueta OSM seats amb valor '3' utilitzada per descriure característiques seats,Una etiqueta OSM seats con valor '3' utilizada para describir características seats,180077,0.0,179069,0.0007,979,0.0,29,0.0,No,3,1252
addr:housenumber,115,addr:housenumber=115,An OSM addr:housenumber tag with value '115' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '115' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '115' utilizada para describir características addr:housenumber,179690,0.0,95065,0.0003,84406,0.0001,219,0.0,No,0,1253
start_date,1989,start_date=1989,An OSM start_date tag with value '1989' used to describe start_date features,Una etiqueta OSM start_date amb valor '1989' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1989' utilizada para describir características start_date,179665,0.0,5099,0.0,173898,0.0002,668,0.0,No,0,1254
source,mapbox,source=mapbox,An OSM source tag with value 'mapbox' used to describe source features,Una etiqueta OSM source amb valor 'mapbox' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'mapbox' utilizada para describir características source,179059,0.0,34367,0.0001,144310,0.0001,382,0.0,No,1,1255
height,4.5,height=4.5,An OSM height tag with value '4.5' used to describe height features,Una etiqueta OSM height amb valor '4.5' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '4.5' utilizada para describir características height,178392,0.0,7711,0.0,169814,0.0001,867,0.0001,No,1,1256
height,4.1,height=4.1,An OSM height tag with value '4.1' used to describe height features,Una etiqueta OSM height amb valor '4.1' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '4.1' utilizada para describir características height,177854,0.0,328,0.0,176920,0.0002,606,0.0,No,0,1257
tiger:source,tiger_import_dch_v0.6_20070810,tiger:source=tiger_import_dch_v0.6_20070810,An OSM tiger:source tag with value 'tiger_import_dch_v0.6_20070810' used to describe tiger:source features,Una etiqueta OSM tiger:source amb valor 'tiger_import_dch_v0.6_20070810' utilitzada per descriure característiques tiger:source,Una etiqueta OSM tiger:source con valor 'tiger_import_dch_v0.6_20070810' utilizada para describir características tiger:source,177725,0.0,0,0.0,177725,0.0002,0,0.0,No,0,1258
addr:housenumber,120,addr:housenumber=120,An OSM addr:housenumber tag with value '120' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '120' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '120' utilizada para describir características addr:housenumber,177428,0.0,95194,0.0003,81993,0.0001,241,0.0,No,0,1259
source,Auckland Council,source=Auckland Council,An OSM source tag with value 'Auckland Council' used to describe source features,Una etiqueta OSM source amb valor 'Auckland Council' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Auckland Council' utilizada para describir características source,176987,0.0,0,0.0,176820,0.0002,167,0.0,No,0,1260
door,hinged,door=hinged,An OSM door tag with value 'hinged' used to describe door features,Una etiqueta OSM door amb valor 'hinged' utilitzada per descriure característiques door,Una etiqueta OSM door con valor 'hinged' utilizada para describir características door,176958,0.0,176402,0.0006,556,0.0,0,0.0,No,9,1261
departures_board,timetable,departures_board=timetable,An OSM departures_board tag with value 'timetable' used to describe departures_board features,Una etiqueta OSM departures_board amb valor 'timetable' utilitzada per descriure característiques departures_board,Una etiqueta OSM departures_board con valor 'timetable' utilizada para describir características departures_board,176680,0.0,161344,0.0006,15177,0.0,159,0.0,No,10,1262
addr:city,Utrecht,addr:city=Utrecht,An OSM addr:city tag with value 'Utrecht' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Utrecht' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Utrecht' utilizada para describir características addr:city,176660,0.0,176116,0.0006,535,0.0,9,0.0,No,0,1263
handrail,no,handrail=no,An OSM handrail tag with value 'no' used to describe handrail features,Una etiqueta OSM handrail amb valor 'no' utilitzada per descriure característiques handrail,Una etiqueta OSM handrail con valor 'no' utilizada para describir características handrail,176157,0.0,243,0.0,175902,0.0002,12,0.0,No,7,1264
genus,Acer,genus=Acer,An OSM genus tag with value 'Acer' used to describe genus features,Una etiqueta OSM genus amb valor 'Acer' utilitzada per descriure característiques genus,Una etiqueta OSM genus con valor 'Acer' utilizada para describir características genus,175944,0.0,175662,0.0006,261,0.0,21,0.0,Yes,2,1265
addr:housenumber,97,addr:housenumber=97,An OSM addr:housenumber tag with value '97' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '97' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '97' utilizada para describir características addr:housenumber,175905,0.0,90458,0.0003,85264,0.0001,183,0.0,No,0,1266
traffic_sign,maxspeed,traffic_sign=maxspeed,An OSM traffic_sign tag with value 'maxspeed' used to describe traffic_sign features,Una etiqueta OSM traffic_sign amb valor 'maxspeed' utilitzada per descriure característiques traffic_sign,Una etiqueta OSM traffic_sign con valor 'maxspeed' utilizada para describir características traffic_sign,175649,0.0,174720,0.0006,928,0.0,1,0.0,Yes,6,1267
addr:street,Main Street,addr:street=Main Street,An OSM addr:street tag with value 'Main Street' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Main Street' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Main Street' utilizada para describir características addr:street,175342,0.0,86584,0.0003,88289,0.0001,469,0.0,No,0,1268
man_made,flagpole,man_made=flagpole,An OSM man_made tag with value 'flagpole' used to describe man_made features,Una etiqueta OSM man_made amb valor 'flagpole' utilitzada per descriure característiques man_made,Una etiqueta OSM man_made con valor 'flagpole' utilizada para describir características man_made,175341,0.0,175297,0.0006,44,0.0,0,0.0,Yes,14,1269
attribution,http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx,attribution=http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx,An OSM attribution tag with value 'http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx' used to describe attribution features,Una etiqueta OSM attribution amb valor 'http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx' utilitzada per descriure característiques attribution,Una etiqueta OSM attribution con valor 'http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx' utilizada para describir características attribution,175314,0.0,0,0.0,175150,0.0002,164,0.0,No,0,1270
source,Maxar,source=Maxar,An OSM source tag with value 'Maxar' used to describe source features,Una etiqueta OSM source amb valor 'Maxar' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Maxar' utilizada para describir características source,175254,0.0,13109,0.0,161708,0.0001,437,0.0,No,0,1271
addr:housenumber,112,addr:housenumber=112,An OSM addr:housenumber tag with value '112' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '112' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '112' utilizada para describir características addr:housenumber,175002,0.0,91408,0.0003,83395,0.0001,199,0.0,No,0,1272
addr:city,Bristol,addr:city=Bristol,An OSM addr:city tag with value 'Bristol' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Bristol' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Bristol' utilizada para describir características addr:city,174995,0.0,17274,0.0001,157592,0.0001,129,0.0,No,0,1273
LINZ2OSM:source_version,2015-04-13,LINZ2OSM:source_version=2015-04-13,An OSM LINZ2OSM:source_version tag with value '2015-04-13' used to describe LINZ2OSM:source_version features,Una etiqueta OSM LINZ2OSM:source_version amb valor '2015-04-13' utilitzada per descriure característiques LINZ2OSM:source_version,Una etiqueta OSM LINZ2OSM:source_version con valor '2015-04-13' utilizada para describir características LINZ2OSM:source_version,174781,0.0,0,0.0,174621,0.0002,160,0.0,No,0,1274
LINZ2OSM:layer,ac_buildings,LINZ2OSM:layer=ac_buildings,An OSM LINZ2OSM:layer tag with value 'ac_buildings' used to describe LINZ2OSM:layer features,Una etiqueta OSM LINZ2OSM:layer amb valor 'ac_buildings' utilitzada per descriure característiques LINZ2OSM:layer,Una etiqueta OSM LINZ2OSM:layer con valor 'ac_buildings' utilizada para describir características LINZ2OSM:layer,174780,0.0,0,0.0,174620,0.0002,160,0.0,No,0,1275
piste:type,nordic,piste:type=nordic,An OSM piste:type tag with value 'nordic' used to describe piste:type features,Una etiqueta OSM piste:type amb valor 'nordic' utilitzada per descriure característiques piste:type,Una etiqueta OSM piste:type con valor 'nordic' utilizada para describir características piste:type,174646,0.0,194,0.0,165731,0.0001,8721,0.0006,Yes,9,1276
it:fvg:ctrn:code,4ABA,it:fvg:ctrn:code=4ABA,An OSM it:fvg:ctrn:code tag with value '4ABA' used to describe it:fvg:ctrn:code features,Una etiqueta OSM it:fvg:ctrn:code amb valor '4ABA' utilitzada per descriure característiques it:fvg:ctrn:code,Una etiqueta OSM it:fvg:ctrn:code con valor '4ABA' utilizada para describir características it:fvg:ctrn:code,174572,0.0,1,0.0,174565,0.0002,6,0.0,No,0,1277
vehicle,no,vehicle=no,An OSM vehicle tag with value 'no' used to describe vehicle features,Una etiqueta OSM vehicle amb valor 'no' utilitzada per descriure característiques vehicle,Una etiqueta OSM vehicle con valor 'no' utilizada para describir características vehicle,174306,0.0,25330,0.0001,148700,0.0001,276,0.0,Yes,11,1278
railway:track_class,D4,railway:track_class=D4,An OSM railway:track_class tag with value 'D4' used to describe railway:track_class features,Una etiqueta OSM railway:track_class amb valor 'D4' utilitzada per descriure característiques railway:track_class,Una etiqueta OSM railway:track_class con valor 'D4' utilizada para describir características railway:track_class,174275,0.0,15,0.0,174260,0.0002,0,0.0,No,2,1279
source,gps,source=gps,An OSM source tag with value 'gps' used to describe source features,Una etiqueta OSM source amb valor 'gps' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'gps' utilizada para describir características source,174160,0.0,16806,0.0001,155129,0.0001,2225,0.0002,No,1,1280
location:transition,yes,location:transition=yes,An OSM location:transition tag with value 'yes' used to describe location:transition features,Una etiqueta OSM location:transition amb valor 'yes' utilitzada per descriure característiques location:transition,Una etiqueta OSM location:transition con valor 'yes' utilizada para describir características location:transition,174059,0.0,173798,0.0006,261,0.0,0,0.0,Yes,2,1281
start_date,1977,start_date=1977,An OSM start_date tag with value '1977' used to describe start_date features,Una etiqueta OSM start_date amb valor '1977' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1977' utilizada para describir características start_date,173706,0.0,5349,0.0,167740,0.0001,617,0.0,No,0,1282
height,3.9,height=3.9,An OSM height tag with value '3.9' used to describe height features,Una etiqueta OSM height amb valor '3.9' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '3.9' utilizada para describir características height,173631,0.0,358,0.0,172676,0.0002,597,0.0,No,0,1283
start_date,1967,start_date=1967,An OSM start_date tag with value '1967' used to describe start_date features,Una etiqueta OSM start_date amb valor '1967' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1967' utilizada para describir características start_date,173558,0.0,3943,0.0,169050,0.0001,565,0.0,No,0,1284
source,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,source=http://sdi.opolskie.pl/mapa_bazowa/request.aspx,An OSM source tag with value 'http://sdi.opolskie.pl/mapa_bazowa/request.aspx' used to describe source features,Una etiqueta OSM source amb valor 'http://sdi.opolskie.pl/mapa_bazowa/request.aspx' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'http://sdi.opolskie.pl/mapa_bazowa/request.aspx' utilizada para describir características source,173553,0.0,24203,0.0001,149338,0.0001,12,0.0,No,0,1285
line_attachment,anchor,line_attachment=anchor,An OSM line_attachment tag with value 'anchor' used to describe line_attachment features,Una etiqueta OSM line_attachment amb valor 'anchor' utilitzada per descriure característiques line_attachment,Una etiqueta OSM line_attachment con valor 'anchor' utilizada para describir características line_attachment,173235,0.0,173197,0.0006,38,0.0,0,0.0,Yes,3,1286
bollard,fixed,bollard=fixed,An OSM bollard tag with value 'fixed' used to describe bollard features,Una etiqueta OSM bollard amb valor 'fixed' utilitzada per descriure característiques bollard,Una etiqueta OSM bollard con valor 'fixed' utilizada para describir características bollard,173210,0.0,165163,0.0006,8047,0.0,0,0.0,No,4,1287
colour,red,colour=red,An OSM colour tag with value 'red' used to describe colour features,Una etiqueta OSM colour amb valor 'red' utilitzada per descriure característiques colour,Una etiqueta OSM colour con valor 'red' utilizada para describir características colour,173064,0.0,145580,0.0005,12348,0.0,15136,0.0011,No,15,1288
design,delta,design=delta,An OSM design tag with value 'delta' used to describe design features,Una etiqueta OSM design amb valor 'delta' utilitzada per descriure característiques design,Una etiqueta OSM design con valor 'delta' utilizada para describir características design,172699,0.0,172693,0.0006,6,0.0,0,0.0,No,4,1289
sport,baseball,sport=baseball,An OSM sport tag with value 'baseball' used to describe sport features,Una etiqueta OSM sport amb valor 'baseball' utilitzada per descriure característiques sport,Una etiqueta OSM sport con valor 'baseball' utilizada para describir características sport,172695,0.0,5263,0.0,166342,0.0001,1090,0.0001,Yes,18,1290
cables,6,cables=6,An OSM cables tag with value '6' used to describe cables features,Una etiqueta OSM cables amb valor '6' utilitzada per descriure característiques cables,Una etiqueta OSM cables con valor '6' utilizada para describir características cables,172496,0.0,1387,0.0,170785,0.0002,324,0.0,No,3,1291
start_date,1982,start_date=1982,An OSM start_date tag with value '1982' used to describe start_date features,Una etiqueta OSM start_date amb valor '1982' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1982' utilizada para describir características start_date,172375,0.0,8400,0.0,163430,0.0001,545,0.0,No,0,1292
roof:material,concrete,roof:material=concrete,An OSM roof:material tag with value 'concrete' used to describe roof:material features,Una etiqueta OSM roof:material amb valor 'concrete' utilitzada per descriure característiques roof:material,Una etiqueta OSM roof:material con valor 'concrete' utilizada para describir características roof:material,172244,0.0,612,0.0,168613,0.0001,3019,0.0002,No,3,1293
source:name,GNS,source:name=GNS,An OSM source:name tag with value 'GNS' used to describe source:name features,Una etiqueta OSM source:name amb valor 'GNS' utilitzada per descriure característiques source:name,Una etiqueta OSM source:name con valor 'GNS' utilizada para describir características source:name,172089,0.0,164894,0.0006,4387,0.0,2808,0.0002,Yes,0,1294
height,4.3,height=4.3,An OSM height tag with value '4.3' used to describe height features,Una etiqueta OSM height amb valor '4.3' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '4.3' utilizada para describir características height,171805,0.0,663,0.0,170438,0.0002,704,0.0001,No,0,1295
height,4.2,height=4.2,An OSM height tag with value '4.2' used to describe height features,Una etiqueta OSM height amb valor '4.2' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '4.2' utilizada para describir características height,171803,0.0,485,0.0,170682,0.0002,636,0.0,No,0,1296
type,destination_sign,type=destination_sign,An OSM type tag with value 'destination_sign' used to describe type features,Una etiqueta OSM type amb valor 'destination_sign' utilitzada per descriure característiques type,Una etiqueta OSM type con valor 'destination_sign' utilizada para describir características type,171662,0.0,276,0.0,33,0.0,171353,0.0125,Yes,5,1297
height,1,height=1,An OSM height tag with value '1' used to describe height features,Una etiqueta OSM height amb valor '1' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '1' utilizada para describir características height,171041,0.0,30128,0.0001,140479,0.0001,434,0.0,No,1,1298
source:date,2014-05-30,source:date=2014-05-30,An OSM source:date tag with value '2014-05-30' used to describe source:date features,Una etiqueta OSM source:date amb valor '2014-05-30' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2014-05-30' utilizada para describir características source:date,170180,0.0,79944,0.0003,90209,0.0001,27,0.0,No,0,1299
addr:floor,9,addr:floor=9,An OSM addr:floor tag with value '9' used to describe addr:floor features,Una etiqueta OSM addr:floor amb valor '9' utilitzada per descriure característiques addr:floor,Una etiqueta OSM addr:floor con valor '9' utilizada para describir características addr:floor,170157,0.0,170150,0.0006,7,0.0,0,0.0,No,0,1300
historic,ruins,historic=ruins,An OSM historic tag with value 'ruins' used to describe historic features,Una etiqueta OSM historic amb valor 'ruins' utilitzada per descriure característiques historic,Una etiqueta OSM historic con valor 'ruins' utilizada para describir características historic,169949,0.0,55045,0.0002,113748,0.0001,1156,0.0001,Yes,18,1301
building,university,building=university,An OSM building tag with value 'university' used to describe building features,Una etiqueta OSM building amb valor 'university' utilitzada per descriure característiques building,Una etiqueta OSM building con valor 'university' utilizada para describir características building,169684,0.0,1564,0.0,159591,0.0001,8529,0.0006,Yes,8,1302
start_date,1981,start_date=1981,An OSM start_date tag with value '1981' used to describe start_date features,Una etiqueta OSM start_date amb valor '1981' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1981' utilizada para describir características start_date,169681,0.0,5190,0.0,164020,0.0001,471,0.0,No,0,1303
height,3.4,height=3.4,An OSM height tag with value '3.4' used to describe height features,Una etiqueta OSM height amb valor '3.4' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '3.4' utilizada para describir características height,169634,0.0,383,0.0,168797,0.0001,454,0.0,No,0,1304
fence_type,chain_link,fence_type=chain_link,An OSM fence_type tag with value 'chain_link' used to describe fence_type features,Una etiqueta OSM fence_type amb valor 'chain_link' utilitzada per descriure característiques fence_type,Una etiqueta OSM fence_type con valor 'chain_link' utilizada para describir características fence_type,169489,0.0,214,0.0,169056,0.0001,219,0.0,Yes,6,1305
source:date,1994-07-01,source:date=1994-07-01,An OSM source:date tag with value '1994-07-01' used to describe source:date features,Una etiqueta OSM source:date amb valor '1994-07-01' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '1994-07-01' utilizada para describir características source:date,169438,0.0,3693,0.0,165522,0.0001,223,0.0,No,0,1306
width,5,width=5,An OSM width tag with value '5' used to describe width features,Una etiqueta OSM width amb valor '5' utilitzada per descriure característiques width,Una etiqueta OSM width con valor '5' utilizada para describir características width,169426,0.0,612,0.0,168774,0.0001,40,0.0,No,0,1307
addr:neighbourhood,19,addr:neighbourhood=19,An OSM addr:neighbourhood tag with value '19' used to describe addr:neighbourhood features,Una etiqueta OSM addr:neighbourhood amb valor '19' utilitzada per descriure característiques addr:neighbourhood,Una etiqueta OSM addr:neighbourhood con valor '19' utilizada para describir características addr:neighbourhood,169300,0.0,169242,0.0006,55,0.0,3,0.0,No,0,1308
wetland,wet_meadow,wetland=wet_meadow,An OSM wetland tag with value 'wet_meadow' used to describe wetland features,Una etiqueta OSM wetland amb valor 'wet_meadow' utilitzada per descriure característiques wetland,Una etiqueta OSM wetland con valor 'wet_meadow' utilizada para describir características wetland,169140,0.0,97,0.0,149678,0.0001,19365,0.0014,Yes,9,1309
amenity,townhall,amenity=townhall,An OSM amenity tag with value 'townhall' used to describe amenity features,Una etiqueta OSM amenity amb valor 'townhall' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'townhall' utilizada para describir características amenity,168969,0.0,71612,0.0003,95496,0.0001,1861,0.0001,Yes,26,1310
addr:housenumber,7號,addr:housenumber=7號,An OSM addr:housenumber tag with value '7號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '7號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '7號' utilizada para describir características addr:housenumber,168836,0.0,168816,0.0006,20,0.0,0,0.0,No,0,1311
height,3.3,height=3.3,An OSM height tag with value '3.3' used to describe height features,Una etiqueta OSM height amb valor '3.3' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '3.3' utilizada para describir características height,168717,0.0,256,0.0,168086,0.0001,375,0.0,No,0,1312
amenity,charging_station,amenity=charging_station,An OSM amenity tag with value 'charging_station' used to describe amenity features,Una etiqueta OSM amenity amb valor 'charging_station' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'charging_station' utilizada para describir características amenity,168697,0.0,161587,0.0006,6980,0.0,130,0.0,Yes,23,1313
access,permit,access=permit,An OSM access tag with value 'permit' used to describe access features,Una etiqueta OSM access amb valor 'permit' utilitzada per descriure característiques access,Una etiqueta OSM access con valor 'permit' utilizada para describir características access,168492,0.0,36725,0.0001,130791,0.0001,976,0.0001,Yes,16,1314
genus,Tilia,genus=Tilia,An OSM genus tag with value 'Tilia' used to describe genus features,Una etiqueta OSM genus amb valor 'Tilia' utilitzada per descriure característiques genus,Una etiqueta OSM genus con valor 'Tilia' utilizada para describir características genus,167820,0.0,166546,0.0006,1260,0.0,14,0.0,Yes,2,1315
maxspeed,50 mph,maxspeed=50 mph,An OSM maxspeed tag with value '50 mph' used to describe maxspeed features,Una etiqueta OSM maxspeed amb valor '50 mph' utilitzada per descriure característiques maxspeed,Una etiqueta OSM maxspeed con valor '50 mph' utilizada para describir características maxspeed,167532,0.0,2857,0.0,164619,0.0001,56,0.0,No,0,1316
tiger:reviewed,yes,tiger:reviewed=yes,An OSM tiger:reviewed tag with value 'yes' used to describe tiger:reviewed features,Una etiqueta OSM tiger:reviewed amb valor 'yes' utilitzada per descriure característiques tiger:reviewed,Una etiqueta OSM tiger:reviewed con valor 'yes' utilizada para describir características tiger:reviewed,167457,0.0,118,0.0,167325,0.0001,14,0.0,No,0,1317
start_date,1953,start_date=1953,An OSM start_date tag with value '1953' used to describe start_date features,Una etiqueta OSM start_date amb valor '1953' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1953' utilizada para describir características start_date,167368,0.0,2222,0.0,164795,0.0001,351,0.0,No,0,1318
highway,turning_loop,highway=turning_loop,An OSM highway tag with value 'turning_loop' used to describe highway features,Una etiqueta OSM highway amb valor 'turning_loop' utilitzada per descriure característiques highway,Una etiqueta OSM highway con valor 'turning_loop' utilizada para describir características highway,166894,0.0,166892,0.0006,2,0.0,0,0.0,Yes,10,1319
addr:city,Jacksonville,addr:city=Jacksonville,An OSM addr:city tag with value 'Jacksonville' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Jacksonville' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Jacksonville' utilizada para describir características addr:city,166612,0.0,143257,0.0005,23045,0.0,310,0.0,No,0,1320
start_date,1966,start_date=1966,An OSM start_date tag with value '1966' used to describe start_date features,Una etiqueta OSM start_date amb valor '1966' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1966' utilizada para describir características start_date,166611,0.0,2831,0.0,163156,0.0001,624,0.0,No,0,1321
amenity,social_facility,amenity=social_facility,An OSM amenity tag with value 'social_facility' used to describe amenity features,Una etiqueta OSM amenity amb valor 'social_facility' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'social_facility' utilizada para describir características amenity,166344,0.0,81319,0.0003,80262,0.0001,4763,0.0003,Yes,15,1322
roof:colour,black,roof:colour=black,An OSM roof:colour tag with value 'black' used to describe roof:colour features,Una etiqueta OSM roof:colour amb valor 'black' utilitzada per descriure característiques roof:colour,Una etiqueta OSM roof:colour con valor 'black' utilizada para describir características roof:colour,166333,0.0,2515,0.0,163098,0.0001,720,0.0001,No,1,1323
start_date,2018,start_date=2018,An OSM start_date tag with value '2018' used to describe start_date features,Una etiqueta OSM start_date amb valor '2018' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '2018' utilizada para describir características start_date,166258,0.0,7336,0.0,158459,0.0001,463,0.0,No,0,1324
addr:country,PH,addr:country=PH,An OSM addr:country tag with value 'PH' used to describe addr:country features,Una etiqueta OSM addr:country amb valor 'PH' utilitzada per descriure característiques addr:country,Una etiqueta OSM addr:country con valor 'PH' utilizada para describir características addr:country,166255,0.0,1803,0.0,163506,0.0001,946,0.0001,No,1,1325
shop,beauty,shop=beauty,An OSM shop tag with value 'beauty' used to describe shop features,Una etiqueta OSM shop amb valor 'beauty' utilitzada per descriure característiques shop,Una etiqueta OSM shop con valor 'beauty' utilizada para describir características shop,166099,0.0,151068,0.0006,14917,0.0,114,0.0,Yes,33,1326
source,Maxar Premium-Luftbilder (Beta),source=Maxar Premium-Luftbilder (Beta),An OSM source tag with value 'Maxar Premium-Luftbilder (Beta)' used to describe source features,Una etiqueta OSM source amb valor 'Maxar Premium-Luftbilder (Beta)' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Maxar Premium-Luftbilder (Beta)' utilizada para describir características source,165917,0.0,13751,0.0001,151901,0.0001,265,0.0,No,0,1327
dual_carriageway,yes,dual_carriageway=yes,An OSM dual_carriageway tag with value 'yes' used to describe dual_carriageway features,Una etiqueta OSM dual_carriageway amb valor 'yes' utilitzada per descriure característiques dual_carriageway,Una etiqueta OSM dual_carriageway con valor 'yes' utilizada para describir características dual_carriageway,165795,0.0,11,0.0,165783,0.0001,1,0.0,Yes,2,1328
start_date,1983,start_date=1983,An OSM start_date tag with value '1983' used to describe start_date features,Una etiqueta OSM start_date amb valor '1983' utilitzada per descriure característiques start_date,Una etiqueta OSM start_date con valor '1983' utilizada para describir características start_date,165317,0.0,7702,0.0,157168,0.0001,447,0.0,No,0,1329
maxspeed,RO:urban,maxspeed=RO:urban,An OSM maxspeed tag with value 'RO:urban' used to describe maxspeed features,Una etiqueta OSM maxspeed amb valor 'RO:urban' utilitzada per descriure característiques maxspeed,Una etiqueta OSM maxspeed con valor 'RO:urban' utilizada para describir características maxspeed,165089,0.0,1,0.0,165088,0.0001,0,0.0,Yes,1,1330
landuse,recreation_ground,landuse=recreation_ground,An OSM landuse tag with value 'recreation_ground' used to describe landuse features,Una etiqueta OSM landuse amb valor 'recreation_ground' utilitzada per descriure característiques landuse,Una etiqueta OSM landuse con valor 'recreation_ground' utilizada para describir características landuse,164806,0.0,542,0.0,158880,0.0001,5384,0.0004,Yes,25,1331
addr:city,Köln,addr:city=Köln,An OSM addr:city tag with value 'Köln' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Köln' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Köln' utilizada para describir características addr:city,164661,0.0,14334,0.0001,150184,0.0001,143,0.0,No,0,1332
source,Bing Sat,source=Bing Sat,An OSM source tag with value 'Bing Sat' used to describe source features,Una etiqueta OSM source amb valor 'Bing Sat' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Bing Sat' utilizada para describir características source,164644,0.0,29936,0.0001,134384,0.0001,324,0.0,No,0,1333
