key,value,definition,
cycleway:left,opposite_lane,ciclovía:izquierda	=	carril opuesto,
cycleway:left,opposite_track,ciclovía:izquierda	=	pista opuesta,
cycleway:left,separate,ciclovía:izquierda	=	separado,
cycleway:left,share_busway,ciclovía:izquierda	=	compartir vía de autobús,
cycleway:left,shared_lane,ciclovía:izquierda	=	carril compartido,
cycleway:left,track,ciclovía:izquierda	=	pista,
cycleway:left:lane,advisory,cycleway:a la izquierda:el camino=aconsejable,
cycleway:left:lane,exclusive,cycleway:a la izquierda:el camino=exclusivo,
cycleway:left:oneway,-1,cycleway:a la izquierda:oneway=-1,
cycleway:left:oneway,no,cycleway:a la izquierda:oneway=ningún,
cycleway:right,lane,carril bici: derecha	=	carril,
cycleway:right,no,carril bici: derecha	=	no,
cycleway:right,opposite_lane,carril bici: derecha	=	carril opuesto,
cycleway:right,opposite_track,carril bici: derecha	=	pista opuesta,
cycleway:right,separate,carril bici: derecha	=	separado,
cycleway:right,share_busway,carril bici: derecha	=	compartir vía de autobús,
cycleway:right,shared_lane,carril bici: derecha	=	carril_compartido,
cycleway:right,shoulder,cycleway:hombro=derecho,
cycleway:right,track,carril bici: derecha	=	pista,
cycleway:right:buffer,no,ciclovía:derecha:amortiguador	=	no,
cycleway:right:lane,advisory,ciclovía:derecha:carril	=	consultivo,
cycleway:right:lane,exclusive,ciclovía:derecha:carril	=	exclusivo,
cycleway:right:lane,pictogram,cycleway:derecho:pictograma=de camino,
cycleway:right:oneway,no,ciclovía:derecha:sentido único	=	no,
cycleway:right:segregated,no,cycleway:derecho:segregated=ningún,
cycleway:surface,asphalt,ciclovía:superficie	=	asfalto,
cycleway:surface,paving_stones,ciclovía:superficie	=	adoquines,
cycleway:surface,sand,ciclovía:superficie	=	arena,
damage:assessment,initial,evaluación de daños	=	inicial,
damage:Chido:event,TC-2024-000225-COM,daño:Chido:caso=TC-2024-000225-COM,
damage:event,2016KageraEarthquake,daño:evento	=	*,
damage:event,nepal_earthquake_2015,daño:evento	=	nepal_terremoto_2015,
damage:event,war,daño:evento	=	guerra,
damage:organization,ramani_huria,daños: organización	=	ramani_huria,
damage:type,earthquake,tipo de daño	=	terremoto,
damage:type,explosion,tipo de daño	=	explosión,
damage:type,fire,daño:denominación=de,
damage:type,war,tipo de daño	=	guerra,
dataset,buildings,conjunto de datos	=	edificios,
dcgis:captureyear,19990331,dcgis: año de captura	=	*,
dcgis:dataset,buildings,dcgis: conjunto de datos	=	edificios,
dcgis:featurecode,2000,dcgis: código de característica	=	*,
defensive,bergfried,defensivo	=	bergfried,
defensive,donjon,defensivo	=	torre principal,
defensive,keep,defensivo	=	mantener,
defensive_works,bastion,obras defensivas	=	bastión,
defensive_works,battery,obras defensivas	=	batería,
delivery,no,entrega	=	no,
delivery,shipment,entrega	=	envío,
denomination,anglican,denominación	=	anglicano,
denomination,baptist,fuego del tipo=baptist,
denomination,catholic,denominación=catholic,
denomination,conservative,denominación	=	conservador,
denomination,evangelical,denominación	=	evangélico,
denomination,evangelical_lutheran,denominación	=	luterano evangélico,
denomination,greek_orthodox,denominación=greek_orthodox,
denomination,iglesia_filipina_independiente,denominación	=	iglesia filipina independiente,
denomination,ismaili,denominación	=	ismaili,
denomination,jehovahs_witness,denominación=jehovahs_denominación,
denomination,jodo_shinshu,denominación	=	jodo shinshu,
denomination,jodo_shu,denominación	=	jodo shu,
denomination,kabbalah,denominación	=	kábala,
denomination,la_luz_del_mundo,denominación	=	la luz del mundo,
denomination,lutheran,de testigo=lutheran,
denomination,methodist,denominación=methodist,
denomination,mormon,denominación	=	mormón,
denomination,nichiren,denominación	=	nichiren,
denomination,orthodox,denominación=orthodox,
denomination,orthodox_presbyterian_church,denominación	=	iglesia presbiteriana ortodoxa,
denomination,pentecostal,denominación=pentecostal,
denomination,presbyterian,denominación=presbyterian,
denomination,protestant,denominación=protestant,
denomination,reformed,denominación	=	reformado,
denomination,roman_catholic,la denominación=romana_catholic,
denomination,russian_orthodox,denominación=russian_orthodox,
denomination,scottish_episcopal_church,denominación	=	iglesia episcopal escocesa,
denomination,shingon_shu,denominación	=	Shingon shu,
denomination,soto,denominación	=	Soto,
denomination,sunni,denominación=sunni,
denomination,theravada,denominación=theravada,
denomination,tiantai,denominación	=	tiantai,
denotation,agricultural,denotación	=	agrícola,
denotation,avenue,denotación	=	avenida,
denotation,cluster,denotación	=	grupo,
denotation,landmark,denotación	=	punto de referencia,
denotation,natural_monument,denotación	=	monumento natural,
denotation,street,descripción=de,
denotation,urban,denotación	=	urbano,
departures_board,no,salidas a bordo	=	no,
departures_board,realtime,salidas a bordo	=	tiempo real,
departures_board,timetable,salidas a bordo	=	calendario,
depth,0,profundidad	=	*,
description,*,descripción	=	*,
description,"these 'kanal' are oil palm drainage trenches/etc and does not fit into the tag waterway=canal; inaccessible by boats, hence the tag waterway=ditch is more appropriate","calle de la denotación=estos 'kanal' es trincheras de drenaje de palma de óleo/etc y no cabe a la etiqueta waterway=canal; inaccesible por botes, por ello la etiqueta waterway=la cuneta es diseño más",
design,asymmetric,diseño	=	asimétrico,
design,barrel,diseño	=	barril,
design,delta,diseño	=	delta,
design,donau,diseño	=	donau,
design,flag,diseño	=	bandera,
design,guyed_h-frame,diseño	=	guyed_h-marco,
design,guyed_v-frame,diseño	=	guyed_v-marco,
design,h-frame,diseño	=	marco en h,
design,monopolar,diseño	=	monopolar,
design,one-level,diseño	=	un nivel,
design,portal,diseño	=	portal,
design,three-level,diseño	=	tres niveles,
design,triangle,diseño	=	triángulo,
design,two-level,diseño	=	dos niveles,
design:ref,F44,apropiado :ref=F44,
designated_direction,forward,designó_la dirección=adelante,
designation,barangay,designación	=	barangay,
designation,byway_open_to_all_traffic,designación	=	camino abierto a todo el tráfico,
designation,civil_parish,designacion	=	parroquia civil,
designation,common,designación	=	común,
designation,core_path,designación	=	ruta principal,
designation,public_bridleway,designacion	=	public_bridleway,
designation,public_footpath,designacion	=	public_footpath,
designation,restricted_byway,designación	=	camino restringido,
destroyed:building,house,destruyó:construyendo=aparatos,
detail,track,detalle	=	pista,
devices,1,de casa=1,
diameter,150,diámetro	=	*,
diameter,300,diámetro=300,
diameter,"4.5""","diámetro=4.5""",
diameter,"6.63""","diámetro=6.63""",
diameter,70 cm,diámetro=70 diámetro,
diameter,"8.63""","de cm=8.63""",
diameter_crown,15,corona_de diámetro=15,
diameter_crown,*,diámetro_corona	=	*,
diet:halal,no,dieta:halal=ninguna,
diet:kosher,no,dieta:kosher=ninguna,
diet:kosher,only,dieta: kosher	=	solo,
diet:vegan,no,dieta:vegano=ninguna,
dinner,a_la_carte,cena	=	a la carta,
dinner,menu,cena	=	menú,
diplomatic,ambassadors_residence,diplomático	=	residencia de embajadores,
diplomatic,consulate,diplomático	=	consulado,
diplomatic,consulate_general,diplomático	=	consulado general,
diplomatic,delegation,diplomático	=	delegación,
diplomatic,embassy,diplomático	=	embajada,
diplomatic,high_commission,diplomático	=	alta Comisión,
diplomatic,honorary_consulate,diplomático	=	consulado honorario,
diplomatic,liaison,diplomático	=	enlace,
diplomatic,permanent_mission,diplomático	=	misión permanente,
direction,0,dirección	=	*,
direction,90,dirección	=	*,
direction,100,dirección=100,
direction,180,dirección	=	*,
direction,250,dirección=250,
direction,270,dirección	=	*,
direction,anticlockwise,dirección = contrario agujas reloj,
direction,backward,dirección	=	hacia atrás,
direction,both,dirección	=	ambas cosas,
direction,clockwise,dirección	=	agujas del reloj,
direction,down,dirección	=	abajo,
direction,E,dirección=E,
direction,forward,dirección	=	delantero,
direction,S,dirección	=	S,
direction,SE,dirección	=	SE,
direction,SSE,dirección	=	SSE,
direction,SSW,dirección=SSW,
direction,SW,dirección	=	SUDOESTE,
direction,up,dirección	=	hasta,
direction,W,dirección=W,
disc_golf,basket,disco de golf	=	cesta,
disc_golf,hole,disco de golf	=	agujero,
disc_golf,tee,disco de golf	=	tee,
dispensing,no,dispensando	=	no,
display,analog,monitor	=	cosa análoga,
distillery,whisky,destilería	=	whisky,
disused:amenity,fountain,en desuso: amenidad/servicio	=	fuente,
disused:amenity,restaurant,abandonado:restaurante=de amenidad,
disused:highway,path,abandonado:ruta=de carretera,
disused:highway,track,abandonada:puerta=de,
disused:landuse,landfill,en desuso: uso de la tierra	=	vertedero,
disused:landuse,quarry,en desuso: uso de la tierra	=	cantera,
disused:railway,halt,en desuso: ferrocarril	=	detener,
disused:railway,level_crossing,en desuso: ferrocarril	=	paso a nivel,
disused:railway,rail,en desuso: ferrocarril	=	carril,
disused:railway,station,en desuso: ferrocarril	=	estación,
dock,drydock,muelle	=	dique seco,
dock,floating,muelle	=	flotante,
dock,tidal,muelle	=	de marea,
dog,designated,perro	=	designado,
dog,leashed,perro	=	atado,
dog,no,perro	=	no,
dog,unleashed,perro	=	soltado,
dog_washing,*,lavado de perros	=	*,
door,hinged,puerta	=	con bisagras,
door,no,pista de la carretera=ninguna,
door,overhead,puerta	=	gastos generales,
door,sliding,puerta	=	corredizo,
door:wings,1,puerta:alas=1,
drink:beer,*,tomar cerveza	=	*,
drink:coffee,*,beber café	=	*,
drink:viez,bottled,bebida: viez	=	embotellado,
drink:viez,draught,bebida: viez	=	Barril,
drink:viez,served,bebida: viez	=	servido,
drink:viez,takeaway,bebida: viez	=	quitar,
drink:wine,*,beber vino	=	*,
drinking_water,boil,agua potable	=	hervir,
drinking_water,no,agua potable	=	no,
drive_through,no,servicio al carro	=	no,
driveway,garage,entrada de coches	=	garaje,
driveway,pipestem,entrada de coches	=	vástago de tubería,
dual_carriageway,no,autovía	=	no,
editor,opengislab 2018,editor=opengislab 2018,
editor,opengislab_2018,editor	=	opengislab_2018,
editor,"opengislab, caicedonia, edificios","editor=opengislab, caicedonia, edificios",
editor,"opengislab,_caicedonia,_edificios","editor	=	opengislab,_caicedonia,_edificios",
education,centre,educación	=	centro,
education,exercise_area,educación	=	área de ejercicio,
education,school,educación	=	escuela,
ele,0,ele=0,
ele:accuracy,1.0,ele: precisión	=	*,
electricity,grid,verja=de electricidad,
electrified,4th_rail,electrificado	=	4to carril,
electrified,contact_line,electrificado	=	línea_de_contacto,
electrified,no,electrificado	=	no,
electrified,rail,electrificado	=	carril,
electronics_repair,phone,reparacion electronica	=	teléfono,
elevation,-3,elevación	=	*,
embankment,dyke,terraplén	=	dique,
embassy,branch_embassy,embajada	=	sucursal de la embajada,
embassy,delegation,embajada	=	delegación,
embassy,high_commission,embajada	=	alta Comisión,
embassy,interests_section,embajada	=	sección de intereses,
embassy,mission,embajada	=	misión,
embassy,nunciature,embajada	=	nunciatura,
embassy,residence,embajada	=	residencia,
embedded_rails,tram,embedded_emergencia=de,
emergency,access_point,emergencia	=	punto de acceso,
emergency,aed,emergencia	=	aed,
emergency,ambulance_station,emergencia	=	estación_ambulancia,
emergency,assembly_point,emergencia	=	punto de reunión,
emergency,coast_guard,emergencia	=	guardacostas,
emergency,control_centre,emergencia	=	centro de control,
emergency,defibrilator,emergencia	=	desfibrilador,
emergency,defibrillator,emergencia	=	desfibrilador,
emergency,designated,emergencia	=	designado,
emergency,destination,emergencia	=	destino,
emergency,disaster_help_point,emergencia	=	punto de ayuda en caso de desastre,
emergency,disaster_response,emergencia	=	respuesta al desastre,
emergency,drinking_water,emergencia	=	agua potable,
emergency,dry_riser,emergencia	=	elevador seco,
emergency,dry_riser_inlet,emergencia	=	entrada de tubo vertical seco,
emergency,emergency_ward_entrance,emergencia	=	entrada de urgencias,
emergency,fire_alarm,emergencia	=	alarma de incendios,
emergency,fire_alarm_box,emergencia	=	caja de alarma contra incendios,
emergency,fire_detection_system,emergencia	=	sistema de detección de fuego,
emergency,fire_equipment,emergencia	=	equipo contra incendios,
emergency,fire_extinguisher,emergencia	=	extintor de incendios,
emergency,fire_flapper,emergencia	=	aleta de fuego,
emergency,fire_hose,emergencia	=	manguera contra incendios,
emergency,fire_hydrant,emergencia	=	boca de incendios,
emergency,fire_lookout,emergencia	=	puesto de vigilancia de incendios,
emergency,fire_point_stand,emergencia	=	soporte de punto de fuego,
emergency,fire_sand_bin,emergencia	=	cubo de arena de fuego,
emergency,fire_station,emergencia	=	estación de bomberos,
emergency,fire_water_pond,emergencia	=	estanque de agua contra incendios,
emergency,first_aid,emergencia	=	primeros auxilios,
emergency,first_aid_kit,emergencia	=	Kit de primeros auxilios,
emergency,key_depot,emergencia	=	depósito de llaves,
emergency,ladder_site,emergencia	=	sitio de escalera,
emergency,landing_site,emergencia	=	lugar de aterrizaje,
emergency,leader_site,emergencia	=	sitio líder,
emergency,life_ring,emergencia	=	anillo de vida,
emergency,lifeboat_station,emergencia	=	estación de botes salvavidas,
emergency,lifeguard,emergencia	=	Salvavidas,
emergency,lifeguard_base,emergencia	=	base de salvavidas,
emergency,lifeguard_place,emergencia	=	lugar de salvavidas,
emergency,lifeguard_platform,emergencia	=	plataforma de salvavidas,
emergency,lifeguard_tower,emergencia	=	torre de salvavidas,
emergency,marine_refuge,emergencia	=	refugio marino,
emergency,marine_rescue,emergencia	=	rescate marino,
emergency,mountain_rescue,emergencia	=	rescate de montaña,
emergency,no,emergencia	=	no,
emergency,phone,emergencia	=	teléfono,
emergency,rescue_box,emergencia	=	caja de rescate,
emergency,ses_station,emergencia	=	estacion ses,
emergency,shower,emergencia	=	ducha,
emergency,siamese,emergencia	=	siamés,
emergency,siren,emergencia	=	sirena,
emergency,slipway,emergencia	=	grada,
emergency,sprinkler,emergencia	=	aspersor,
emergency,sprinkler_connection,emergencia	=	conexión de rociadores,
emergency,standpipe,emergencia	=	tubo vertical,
emergency,suction_point,emergencia	=	punto_de_succión,
emergency,water_rescue_station,emergencia	=	estación de rescate de agua,
emergency,water_tank,emergencia	=	depósito de agua,
emergency,wet_riser,emergencia	=	elevador húmedo,
emergency_service,technical,servicio de emergencia	=	técnico,
emergency_telephone_code,112,código_teléfono_emergencia	=	*,
emergency:phone,144,tranvía de los raíles:teléfono=144,
emergency:social_facility,shelter,emergencia:instalación social	=	abrigo,
emergency:social_facility:for,displaced_people,emergencia:facilidad social:para	=	personas desplazadas,
enforcement,maxspeed,aplicación	=	máxima velocidad,
entrance,emergency,entrada	=	emergencia,
entrance,entrance,entrada	=	entrada,
entrance,exit,entrada	=	salida,
entrance,fire_exit,entrada	=	salida de incendios,
entrance,garage,entrada	=	garaje,
entrance,gate,entrada	=	portón,
entrance,home,entrada	=	hogar,
entrance,main,entrada	=	principal,
entrance,main_entrance,entrada	=	entrada principal,
entrance,no,entrada	=	no,
entrance,secondary,entrada	=	secundario,
entrance,service,entrada	=	Servicio,
entrance,shop,entrada	=	tienda,
entrance,staircase,entrada	=	escalera,
esperanto,esperanto,esperanto	=	esperanto,
est_width,3.0m〜5.5m,ancho_est	=	*,
estuary,*,estuario	=	*,
ewmapa:kod_znakowy,BZO,ewmapa:kod_znakowy=BZO,
ewmapa:warstwa,"Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie","ewmapa:warstwa=Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie",
ewmapa:warstwa,"Przyziemie budynku ognioodpornego, podpory, podcienia z rastra","ewmapa:warstwa=Przyziemie budynku ognioodpornego, podpory, podcienia z rastra",
ewmapa:warstwa,Przyziemie lub obrys budynku,ewmapa:warstwa=Przyziemie lub obrys budynku,
ewmapa:warstwa,Przyziemie_lub_obrys_budynku,ewmapa:warstwa	=	Przyziemie_lub_obrys_budynku,
exit,emergency,salida	=	emergencia,
expected_lwn_route_relations,3,esperó_lwn_relaciones_de ruta=3,
expected_rcn_route_relations,3,esperó_rcn_relaciones_de ruta=3,
expected_rwn_route_relations,3,relaciones_de_ruta_rwn_esperadas	=	*,
expressway,no,Autopista	=	no,
faculty,aerospace,facultad	=	aeroespacial,
faculty,engineering,facultad	=	Ingenieria,
farmland,arable,tierras de cultivo	=	cultivable,
farmland,field,tierras de cultivo	=	campo,
farmland,pasture,tierras de cultivo	=	pastar,
farmyard,stockyard,patio	=	corral de ganado,
fast_food,cafeteria,comida rápida	=	cafetería,
fcode,45800,código f	=	*,
fee,no,tarifa	=	no,
female,no,hembra=ningún,
fence_type,barbed_wire,cerca_tipo	=	alambre_de_púas,
fence_type,bars,cerca_tipo	=	barras,
fence_type,chain_link,cerca_tipo	=	eslabón de la cadena,
fence_type,concrete,cerca_tipo	=	hormigón,
fence_type,metal,cerca_tipo	=	metal,
fence_type,pole,=	polo,
fence_type,railing,=	barandilla,
fence_type,split_rail,=	split_rail,
fence_type,wire,=	cable,
fence_type,wood,=	madera,
ferry,*,transportar	=	*,
ferry,no,transportar	=	no,
ferry,primary,transportar	=	primario,
ferry,secondary,transportar	=	secundario,
ferry,tertiary,transportar	=	terciario,
ferry,trunk,transportar	=	maletero,
ferry,unclassified,transportar	=	desclasificado,
fire_hydrant:description,*,hidrante_de_incendio:descripción	=	*,
fire_hydrant:description,五角型開關,hidrante_de fuego:descripción=五角型開關,
fire_hydrant:diameter,80,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,100,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,125,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,150,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,200,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,300,hidrante_de fuego:diámetro=300,
fire_hydrant:diameter,*,hidrante_de_incendio:diámetro	=	*,
fire_hydrant:diameter,К-150,hidrante_de fuego:diámetro=К-150,
fire_hydrant:diameter:signed,no,hidrante_de fuego:diámetro:firmado=ningún,
fire_hydrant:position,green,hidrante_de_incendio:posición	=	verde,
fire_hydrant:position,lane,hidrante_de_incendio:posición	=	carril,
fire_hydrant:position,parking_lot,hidrante_de_incendio:posición	=	estacionamiento,
fire_hydrant:position,sidewalk,hidrante_de_incendio:posición	=	acera,
fire_hydrant:pressure,4,hidrante_de_incendio:presión	=	*,
fire_hydrant:pressure,5,hidrante_de_incendio:presión	=	*,
fire_hydrant:type,pillar,hidrante_de_incendio:tipo	=	pilar,
fire_hydrant:type,pipe,boca de incendios:tipo	=	tubo,
fire_hydrant:type,underground,hidrante_de_incendio:tipo	=	bajo tierra,
fire_hydrant:type,wall,boca de incendios:tipo	=	pared,
fire_hydrant:type:zh,*,hidrante_de_incendio:tipo:zh	=	*,
fire_hydrant:type:zh,地下式消防栓,hidrante_de fuego:tipo:zh=地下式消防栓,
fishing,licence,pescar	=	licencia,
fitness_station,sit-up,estación de fitness	=	abdominales,
fixme,*,arreglarme	=	*,
fixme,à préciser dès que visible sur le cadastre,fixme=à préciser dès que visible sur le bandera,
flag:name,United States,de catastro:bandera=de,
flag:type,advertising,bandera:tipo	=	publicidad,
flag:type,athletic,bandera: tipo	=	atlético,
flag:type,governmental,bandera: tipo	=	gubernamental,
flag:type,military,bandera: tipo	=	militar,
flag:type,municipal,bandera: tipo	=	municipal,
flag:type,national,bandera:tipo	=	nacional,
flag:type,organisation,bandera: tipo	=	organización,
flag:type,regional,bandera: tipo	=	regional,
flag:type,religious,bandera: tipo	=	religioso,
flag:wikidata,Q42537,Estados Unidos del nombre:wikidata=Q42537,
flashing_lights,no,centelleando_luces=no,
floating,no,flotar=ningún,
flood_mark,painting,marca de inundación	=	pintura,
flood_mark,plaque,marca de inundación	=	placa,
flood_prone,no,propenso a inundarse	=	no,
floor:material,cement,piso: material	=	cemento,
floor:material,wood,piso: material	=	madera,
flour_fortified,no,harina_fortificada	=	no,
flow_direction,both,dirección del flujo	=	ambas cosas,
FMMP_modified,no,FMMP_modificado	=	no,
FMMP_reviewed,no,FMMP_revisado	=	no,
foldable_pie_slice,*,rebanada de pastel plegable	=	*,
foot,customers,pie	=	clientes,
foot,designated,pie	=	designado,
foot,destination,pie	=	destino,
foot,discouraged,pie	=	desanimado,
foot,military,pie	=	militar,
foot,no,pie	=	no,
foot,no_@_(Mo-Su_18:00-07:00),pie	=	no_@_(Lu-Do_18:00-07:00),
foot,official,pie	=	oficial,
foot,permissive,pie	=	permisivo,
foot,permit,pie	=	permiso,
foot,private,pie	=	privado,
foot,unknown,pie	=	desconocido,
foot,use_sidepath,pie	=	use_sidepath,
footway,access_aisle,senda	=	acceso_pasillo,
footway,alley,senda	=	callejón,
footway,both,senda	=	ambas cosas,
footway,crossing,senda	=	cruce,
footway,left,senda	=	izquierda,
footway,link,senda	=	Enlace,
footway,none,senda	=	ninguno,
footway,path,senda	=	camino,
footway,right,senda	=	derecho,
footway,sidewalk,senda	=	acera,
footway,traffic_island,senda	=	Isla de tráfico,
footway:surface,asphalt,acera:superficie	=	asfalto,
footway:surface,paving_stones,acera:superficie	=	adoquines,
footway:surface,rock,acera:superficie	=	roca,
footway:surface,unpaved,acera:superficie	=	sin pavimentar,
ford,boat,vado	=	bote,
ford,stepping_stones,vado	=	peldaños,
forklift,designated,máquina elevadora	=	designado,
forklift,no,máquina elevadora	=	no,
format,squared_stone,formato=jardín_de,
fortification_type,hill_fort,tipo de fortificación	=	fuerte en la colina,
fortification_type,limes,tipo de fortificación	=	limas,
fortification_type,motte,tipo de fortificación	=	mota,
fortification_type,ring_ditch,tipo de fortificación	=	zanja circular,
fortification_type,ringfort,tipo de fortificación	=	fortificación,
fortification_type,sconce,tipo de fortificación	=	candelabro de pared,
fountain,bottle_refill,fuente	=	recarga de botella,
fountain,bubbler,fuente	=	burbujeador,
fountain,drinking,fuente	=	Bebiendo,
fountain,nasone,fuente	=	nasone,
fountain,roman_wolf,fuente	=	lobo romano,
fountain,stone_block,fuente	=	bloque de piedra,
fountain,toret,fuente	=	toret,
fountain,viktorija_zdenac,fuente	=	viktorija zdenac,
fountain,wallace,fuente	=	Wallace,
frequency,0,frecuencia	=	*,
frequency,50,frecuencia	=	*,
frequency,60,frecuencia	=	*,
frequency,16.67,frecuencia	=	*,
frequency,16.7,frecuencia	=	*,
garden:style,kitchen,hueso cuadrado:huerto=de moda,
garden:type,botanical,jardín:tipo	=	botánico,
garden:type,community,:tipo=jardín,
garden:type,landscaping,comunitario:tipo=landscaping,
garden:type,monastery,jardín:tipo	=	monasterio,
garden:type,private,jardín:tipo	=	privado,
garden:type,residential,jardín:tipo	=	Residencial,
garmin_type,0x6,tipo_garmin	=	*,
gate:type,double,puerta:el tipo=doble,
gauge,1000,medir	=	*,
gauge,1067,medir	=	*,
gauge,1435,medir	=	*,
gauge,1520,medir	=	*,
gauge,1524,medir	=	*,
gauge,1600,medir	=	*,
gauge,1668,medir	=	*,
gauge,1676,medir	=	*,
gbfs:system_id,hellocycling,gbfs:sistema_id=hellocycling,
generator:method,anaerobic_digestion,generador:método	=	digestión anaeróbica,
generator:method,barrage,generador:método	=	bombardeo,
generator:method,combustion,generador:método	=	combustión,
generator:method,fission,generador:método	=	fisión,
generator:method,fusion,generador:método	=	fusión,
generator:method,gasification,generador:método	=	gasificación,
generator:method,photovoltaic,generador:método	=	fotovoltaica,
generator:method,run-of-the-river,generador:método	=	corriente del río,
generator:method,stream,generador:método	=	corriente,
generator:method,thermal,generador:método	=	térmico,
generator:method,water-pumped-storage,generador:método	=	almacenamiento por bombeo de agua,
generator:method,water-storage,generador:método	=	almacenamiento de agua,
generator:method,wind_turbine,generador:método	=	turbina eólica,
generator:output:electricity,1.5 MW,generador:salida:electricidad=1.5 MW,
generator:output:electricity,1.5_MW,generador:salida:electricidad	=	*,
generator:output:electricity,2 MW,generador:salida:electricidad=2 MW,
generator:output:electricity,2_MW,generador:salida:electricidad	=	*,
generator:output:electricity,2.3 MW,generador:salida:electricidad=2.3 MW,
generator:output:electricity,2.3_MW,generador:salida:electricidad	=	*,
generator:output:electricity,small_installation,generador:salida:electricidad	=	pequeña_instalación,
generator:place,roof,generador:lugar	=	techo,
generator:plant,intermediate,generador:planta	=	intermedio,
generator:plant,output,generador:planta	=	producción,
generator:solar:modules,4,generador:solar:módulos=4,
generator:solar:modules,6,generador:solar:modulos	=	*,
generator:solar:modules,8,generador:solar:modulos	=	*,
generator:solar:modules,10,generador:solar:modulos	=	*,
generator:solar:modules,12,generador:solar:modulos	=	*,
generator:solar:modules,14,generador:solar:módulos=14,
generator:solar:modules,16,generador:solar:modulos	=	*,
generator:solar:tracking,no,generador:solar:siguiendo=ningún,
generator:solar:tracking,single_axis,generador:solar:siguiendo=solo_axial,
generator:source,battery,generador:fuente	=	batería,
generator:source,biofuel,generador:fuente	=	biocombustible,
generator:source,biogas,generador:fuente	=	biogás,
generator:source,biomass,generador:fuente	=	biomasa,
generator:source,coal,generador:fuente	=	carbón,
generator:source,diesel,generador:fuente	=	diesel,
generator:source,electricity,generador:fuente	=	electricidad,
generator:source,gas,generador:fuente	=	gas,
generator:source,gasoline,generador:fuente	=	gasolina,
generator:source,geothermal,generador:fuente	=	geotermia,
generator:source,hydro,generador:fuente	=	hidro,
generator:source,nuclear,generador:fuente	=	nuclear,
generator:source,oil,generador:fuente	=	petróleo,
generator:source,osmotic,generador:fuente	=	osmótico,
generator:source,solar,generador:fuente	=	solar,
generator:source,tidal,generador:fuente	=	de marea,
generator:source,waste,generador:fuente	=	desperdiciar,
generator:source,wave,generador:fuente	=	ola,
generator:source,wind,generador:fuente	=	viento,
generator:type,boiler,generador:tipo	=	caldera,
generator:type,combined_cycle,generador:tipo	=	ciclo combinado,
generator:type,francis_turbine,generador:tipo	=	turbina francis,
generator:type,gas_turbine,generador: tipo	=	turbina de gas,
generator:type,heat_pump,generador: tipo	=	bomba de calor,
generator:type,horizontal_axis,generador:tipo	=	eje horizontal,
generator:type,hydrodynamic_screw,generador: tipo	=	tornillo hidrodinámico,
generator:type,kaplan_turbine,generador: tipo	=	turbina kaplan,
generator:type,pelton_turbine,generador: tipo	=	turbina pelton,
generator:type,reciprocating_engine,generador: tipo	=	motor alternativo,
generator:type,solar_photovoltaic_panel,generador:tipo	=	panel_fotovoltaico_solar,
generator:type,solar_thermal_collector,generador:tipo	=	colector_térmico_solar,
generator:type,steam_generator,generador:tipo	=	generador de vapor,
generator:type,steam_turbine,generador: tipo	=	turbina de vapor,
generator:type,vertical_axis,generador: tipo	=	eje vertical,
generator:type,zuppinger_water_wheel,generador: tipo	=	rueda de agua zuppinger,
genus,Abies,género	=	Abies,
genus,Acacia,género	=	Acacia,
genus,Acer,género	=	acer,
genus,Adansonia,género	=	Adansonia,
genus,Aesculus,género	=	esculo,
genus,Ailanthus,género	=	Ailanto,
genus,Alnus,género	=	Alnus,
genus,Amelanchier,género	=	Amelanchier,
genus,Ananas,género	=	Ananas,
genus,Arbre_Sandaré,género	=	Arbre_Sandaré,
genus,Areca,género	=	Areca,
genus,Arecaceae,género	=	arecáceas,
genus,Betula,género	=	Bétula,
genus,Camellia,género	=	Camelia,
genus,Carica,género	=	carica,
genus,Carpinus,género	=	Carpino,
genus,Castanea,género	=	Castanea,
genus,Catalpa,género	=	Catalpa,
genus,Cedrus,género	=	cedro,
genus,Celtis,género	=	celtís,
genus,Cerasus,género	=	Ceraso,
genus,Cercis,género	=	cercis,
genus,Chamaecyparis,género	=	Chamaecyparis,
genus,Citrus,género	=	Agrios,
genus,Cocos,género	=	Cocos,
genus,Coffea,género	=	Café,
genus,Corylus,género	=	corilo,
genus,Crataegus,género	=	Crataegus,
genus,Cupressus,género	=	cupreso,
genus,Elaeis,género	=	Elaeis,
genus,Eucalyptus,género	=	Eucalipto,
genus,Fagus,género	=	Fagus,
genus,Ficus,género	=	ficus,
genus,Fraxinus,género	=	Fraxino,
genus,Ginkgo,género	=	Gingko,
genus,Gleditsia,género	=	gleditsia,
genus,Hevea,género	=	hevea,
genus,Humulus,género	=	húmulo,
genus,Hylocereus,género	=	Hylocereus,
genus,Juglans,género	=	Juglans,
genus,Koelreuteria,género	=	Koelreuteria,
genus,Lagerstroemia,género	=	lagerstroemia,
genus,Larix,género	=	larix,
