key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
contact:website,https://www.hellocycling.jp,contact:website=https://www.hellocycling.jp,,,,12133,0.0,12122,0.0,11,0.0,0,0.0,No,0,,,,,11075
contact:website,https://www.ozon.ru,contact:website=https://www.ozon.ru,,,,30445,0.0,30424,0.0001,21,0.0,0,0.0,No,1,,,,,4901
contact:website,https://www.ozon.ru/,contact:website=https://www.ozon.ru/,,,,20328,0.0,20311,0.0001,9,0.0,8,0.0,No,1,,,,,6847
contact:website,https://www.ozon.ru/,,,contacte:lloc web	=	https://www.ozon.ru/,contacto:sitio web	=	https://www.ozon.ru/,,,,,,,,,,,contacte:lloc web,https://www.ozon.ru/,contacto:sitio web,https://www.ozon.ru/,15015
content,beer,,,contingut	=	cervesa,contenido	=	cerveza,,,,,,,,,,,contingut,cervesa,contenido,cerveza,15025
content,crop,,,contingut	=	cultiu,contenido	=	cultivo,,,,,,,,,,,contingut,cultiu,contenido,cultivo,15026
content,drinking_water,,,contingut	=	aigua potable,contenido	=	agua potable,,,,,,,,,,,contingut,aigua potable,contenido,agua potable,15022
content,fuel,content=fuel,,,,23656,0.0,1195,0.0,22453,0.0,8,0.0,Yes,5,,,,,6007
content,fuel,,,contingut	=	combustible,contenido	=	combustible,,,,,,,,,,,contingut,combustible,contenido,combustible,15019
content,gas,,,contingut	=	gas,contenido	=	gas,,,,,,,,,,,contingut,gas,contenido,gas,15028
content,grain,,,contingut	=	gra,contenido	=	grano,,,,,,,,,,,contingut,gra,contenido,grano,15032
content,hot_water,,,contingut	=	aigua calenta,contenido	=	agua caliente,,,,,,,,,,,contingut,aigua calenta,contenido,agua caliente,15021
content,LNG,,,contingut	=	GNL,contenido	=	GNL,,,,,,,,,,,contingut,GNL,contenido,GNL,15031
content,LPG,,,contingut	=	GLP,contenido	=	GLP,,,,,,,,,,,contingut,GLP,contenido,GLP,15030
content,manure,,,contingut	=	fems,contenido	=	estiércol,,,,,,,,,,,contingut,fems,contenido,estiércol,15027
content,natural_gas,,,contingut	=	gas natural,contenido	=	gas natural,,,,,,,,,,,contingut,gas natural,contenido,gas natural,15029
content,oil,content=oil,,,,49492,0.0,26366,0.0001,23109,0.0,17,0.0,Yes,5,,,,,3343
content,oil,,,contingut	=	oli,contenido	=	aceite,,,,,,,,,,,contingut,oli,contenido,aceite,15017
content,salt,,,contingut	=	sal,contenido	=	sal,,,,,,,,,,,contingut,sal,contenido,sal,15033
content,sewage,,,contingut	=	aigües residuals,contenido	=	aguas residuales,,,,,,,,,,,contingut,aigües residuals,contenido,aguas residuales,15023
content,silage,content=silage,,,,34980,0.0,27158,0.0001,7819,0.0,3,0.0,Yes,5,,,,,4387
content,silage,,,contingut	=	ensilatge,contenido	=	ensilaje,,,,,,,,,,,contingut,ensilatge,contenido,ensilaje,15018
content,slurry,content=slurry,,,,18457,0.0,64,0.0,18392,0.0,1,0.0,Yes,5,,,,,7505
content,slurry,,,contingut	=	fems líquid,contenido	=	estiércol líquido,,,,,,,,,,,contingut,fems líquid,contenido,estiércol líquido,15020
content,wastewater,,,contingut	=	aigües residuals,contenido	=	aguas residuales,,,,,,,,,,,contingut,aigües residuals,contenido,aguas residuales,15024
content,water,content=water,,,,151007,0.0,31968,0.0001,118945,0.0001,94,0.0,Yes,6,,,,,1437
content,water,,,contingut	=	aigua,contenido	=	agua,,,,,,,,,,,contingut,aigua,contenido,agua,15016
content,wine,,,contingut	=	vi,contenido	=	vino,,,,,,,,,,,contingut,vi,contenido,vino,15034
content,zement,,,contingut	=	zement,contenido	=	zemento,,,,,,,,,,,contingut,zement,contenido,zemento,15035
converted_by,Track2osm,,,convertit_per	=	seguiment2osm,convertido_por	=	seguimiento2osm,,,,,,,,,,,convertit_per,seguiment2osm,convertido_por,seguimiento2osm,15036
conveying,forward,conveying=forward,,,,11949,0.0,2,0.0,11947,0.0,0,0.0,No,6,,,,,11262
conveying,yes,conveying=yes,,,,14945,0.0,153,0.0,14649,0.0,143,0.0,No,6,,,,,9093
conveying,yes,,,transport	=	sí,transporte	=	sí,,,,,,,,,,,transport,sí,transporte,sí,15037
cooling:method,air_cooling,,,mètode de refredament	=	aire condicionat,método de enfriamiento	=	aire acondicionado,,,,,,,,,,,mètode de refredament,aire condicionat,método de enfriamiento,aire acondicionado,15038
cooling:method,dry_cooling,,,mètode de refredament	=	refrigeració en sec,método de enfriamiento	=	refrigeración en seco,,,,,,,,,,,mètode de refredament,refrigeració en sec,método de enfriamiento,refrigeración en seco,15039
cooling:method,mechanical_draft,,,mètode de refredament	=	tir mecànic,método de enfriamiento	=	tiro mecánico,,,,,,,,,,,mètode de refredament,tir mecànic,método de enfriamiento,tiro mecánico,15040
cosmha,yes,cosmha=yes,,,,40127,0.0,2504,0.0,37614,0.0,9,0.0,No,0,,,,,3907
cosmha,yes,,,cosmha	=	sí,cosmha	=	sí,,,,,,,,,,,cosmha,sí,cosmha,sí,15041
country,US,country=US,,,,15324,0.0,14999,0.0001,309,0.0,16,0.0,No,3,,,,,8864
couplings,1,couplings=1,,,,47884,0.0,47873,0.0002,11,0.0,0,0.0,No,3,,,,,3429
couplings,1,,,classe:bicicleta:mtb	=	*,acoplamientos	=	*,,,,,,,,,,,classe:bicicleta:mtb,*,acoplamientos,*,15044
couplings,2,couplings=2,,,,63931,0.0,63928,0.0002,3,0.0,0,0.0,No,3,,,,,2776
couplings,2,,,construcció:ferrocarril:etc.	=	*,acoplamientos	=	*,,,,,,,,,,,construcció:ferrocarril:etc.,*,acoplamientos,*,15043
couplings,3,couplings=3,,,,88417,0.0,88416,0.0003,1,0.0,0,0.0,No,3,,,,,2161
couplings,3,,,caps	=	*,acoplamientos	=	*,,,,,,,,,,,caps,*,acoplamientos,*,15042
couplings:type,Storz,couplings:type=Storz,,,,33155,0.0,33155,0.0001,0,0.0,0,0.0,No,2,,,,,4565
couplings:type,Storz,,,acoblaments: tipus	=	Storz,acoplamientos:tipo	=	Storz,,,,,,,,,,,acoblaments: tipus,Storz,acoplamientos:tipo,Storz,15045
covered,arcade,,,cobert	=	arcada,cubierto	=	arcada,,,,,,,,,,,cobert,arcada,cubierto,arcada,15049
covered,booth,covered=booth,,,,19258,0.0,19212,0.0001,46,0.0,0,0.0,No,8,,,,,7209
covered,booth,,,cobert	=	lloc,cubierto	=	puesto,,,,,,,,,,,cobert,lloc,cubierto,puesto,15048
covered,colonnade,,,cobert	=	columnata,cubierto	=	columnata,,,,,,,,,,,cobert,columnata,cubierto,columnata,15050
covered,no,covered=no,,,,1141769,0.0001,728601,0.0027,411311,0.0004,1857,0.0001,Yes,18,,,,,309
covered,no,,,cobert	=	no,cubierto	=	no,,,,,,,,,,,cobert,no,cubierto,no,15046
covered,yes,covered=yes,,,,876550,0.0001,195119,0.0007,680468,0.0006,963,0.0001,Yes,20,,,,,380
covered,yes,,,cobert	=	sí,cubierto	=	sí,,,,,,,,,,,cobert,sí,cubierto,sí,15047
craft,agricultural_engines,,,artesania	=	motors_agrícoles,artesanía	=	motores_agrícolas,,,,,,,,,,,artesania,motors_agrícoles,artesanía,motores_agrícolas,15085
craft,atelier,,,artesania	=	taller,artesanía	=	taller,,,,,,,,,,,artesania,taller,artesanía,taller,15144
craft,bag_repair,,,artesania	=	reparació de bosses,artesanía	=	reparación de bolsas,,,,,,,,,,,artesania,reparació de bosses,artesanía,reparación de bolsas,15139
craft,bakery,,,artesania	=	fleca,artesanía	=	panadería,,,,,,,,,,,artesania,fleca,artesanía,panadería,15092
craft,basket_maker,,,artesania	=	cistella de mercat,artesanía	=	canasta de mercado,,,,,,,,,,,artesania,cistella de mercat,artesanía,canasta de mercado,15101
craft,beekeeper,,,artesania	=	apicultor,artesanía	=	apicultor,,,,,,,,,,,artesania,apicultor,artesanía,apicultor,15070
craft,blacksmith,,,artesania	=	ferrer,artesanía	=	herrero,,,,,,,,,,,artesania,ferrer,artesanía,herrero,15079
craft,boatbuilder,,,artesania	=	constructor de pots,artesanía	=	constructor de botes,,,,,,,,,,,artesania,constructor de pots,artesanía,constructor de botes,15106
craft,bookbinder,,,artesania	=	enquadernador,artesanía	=	encuadernador,,,,,,,,,,,artesania,enquadernador,artesanía,encuadernador,15117
craft,brewery,craft=brewery,,,,10980,0.0,6770,0.0,4159,0.0,51,0.0,Yes,15,,,,,12254
craft,brewery,,,artesania	=	cerveseria,artesanía	=	cervecería,,,,,,,,,,,artesania,cerveseria,artesanía,cervecería,15060
craft,builder,,,artesania	=	constructor,artesanía	=	constructor,,,,,,,,,,,artesania,constructor,artesanía,constructor,15078
craft,cabinet_maker,,,artesania	=	ebenista,artesanía	=	ebanista,,,,,,,,,,,artesania,ebenista,artesanía,ebanista,15113
craft,car_painter,,,artesania	=	pintor de cotxes,artesanía	=	pintor de coches,,,,,,,,,,,artesania,pintor de cotxes,artesanía,pintor de coches,15135
craft,car_repair,,,artesania	=	reparació de cotxes,artesanía	=	reparación de autos,,,,,,,,,,,artesania,reparació de cotxes,artesanía,reparación de autos,15138
craft,carpenter,craft=carpenter,,,,19738,0.0,13952,0.0001,5756,0.0,30,0.0,Yes,12,,,,,7038
craft,carpenter,,,artesania	=	fuster,artesanía	=	carpintero,,,,,,,,,,,artesania,fuster,artesanía,carpintero,15052
craft,carpet_cleaner,,,artesania	=	netejador de catifa,artesanía	=	limpiador de alfombra,,,,,,,,,,,artesania,netejador de catifa,artesanía,limpiador de alfombra,15127
craft,carpet_layer,,,artesania	=	capa de catifa,artesanía	=	capa de alfombra,,,,,,,,,,,artesania,capa de catifa,artesanía,capa de alfombra,15102
craft,caterer,,,artesania	=	proveïdor,artesanía	=	catering,,,,,,,,,,,artesania,proveïdor,artesanía,catering,15064
craft,cheese,,,artesania	=	formatge,artesanía	=	queso,,,,,,,,,,,artesania,formatge,artesanía,queso,15137
craft,chimney_sweeper,,,artesania	=	escura-xemeneies,artesanía	=	deshollinador,,,,,,,,,,,artesania,escura-xemeneies,artesanía,deshollinador,15112
craft,cleaning,,,artesania	=	neteja,artesanía	=	limpieza,,,,,,,,,,,artesania,neteja,artesanía,limpieza,15089
craft,clockmaker,,,artesania	=	rellotger,artesanía	=	relojero,,,,,,,,,,,artesania,rellotger,artesanía,relojero,15090
craft,confectionery,,,artesania	=	confiteria,artesanía	=	confitería,,,,,,,,,,,artesania,confiteria,artesanía,confitería,15066
craft,cooper,,,artesania	=	coure,artesanía	=	cobre,,,,,,,,,,,artesania,coure,artesanía,cobre,15104
craft,dental_technician,,,artesania	=	tècnic dental,artesanía	=	técnico dental,,,,,,,,,,,artesania,tècnic dental,artesanía,técnico dental,15145
craft,distillery,,,artesania	=	destil·leria,artesanía	=	destilería,,,,,,,,,,,artesania,destil·leria,artesanía,destilería,15082
craft,door_construction,,,artesania	=	construcció de portes,artesanía	=	construcción de puertas,,,,,,,,,,,artesania,construcció de portes,artesanía,construcción de puertas,15105
craft,dressmaker,,,artesania	=	modista,artesanía	=	modista,,,,,,,,,,,artesania,modista,artesanía,modista,15068
craft,electrican,,,artesania	=	electricista,artesanía	=	electricista,,,,,,,,,,,artesania,electricista,artesanía,electricista,15114
craft,electrician,craft=electrician,,,,13130,0.0,9503,0.0,3601,0.0,26,0.0,Yes,12,,,,,10274
craft,electrician,,,artesania	=	electricista,artesanía	=	electricista,,,,,,,,,,,artesania,electricista,artesanía,electricista,15056
craft,electronics_repair,craft=electronics_repair,,,,15643,0.0,14245,0.0001,1386,0.0,12,0.0,Yes,12,,,,,8686
craft,electronics_repair,,,artesania	=	reparació_electrònica,artesanía	=	reparación_electrónica,,,,,,,,,,,artesania,reparació_electrònica,artesanía,reparación_electrónica,15059
craft,embroiderer,,,artesania	=	brodadora,artesanía	=	bordadora,,,,,,,,,,,artesania,brodadora,artesanía,bordadora,15100
craft,engraver,,,artesania	=	gravador,artesanía	=	grabador,,,,,,,,,,,artesania,gravador,artesanía,grabador,15120
craft,floorer,,,artesania	=	netejador de pis,artesanía	=	limpiador de piso,,,,,,,,,,,artesania,netejador de pis,artesanía,limpiador de piso,15128
craft,gardener,,,artesania	=	jardiner,artesanía	=	jardinero,,,,,,,,,,,artesania,jardiner,artesanía,jardinero,15067
craft,glassblower,,,artesania	=	bufador de vidre,artesanía	=	soplador de vidrio,,,,,,,,,,,artesania,bufador de vidre,artesanía,soplador de vidrio,15142
craft,glaziery,,,artesania	=	vidre,artesanía	=	cristal,,,,,,,,,,,artesania,vidre,artesanía,cristal,15073
craft,goldsmith,,,artesania	=	orfebre,artesanía	=	orfebre,,,,,,,,,,,artesania,orfebre,artesanía,orfebre,15133
craft,grinding_mill,craft=grinding_mill,,,,39180,0.0,38907,0.0001,273,0.0,0,0.0,Yes,2,,,,,3991
craft,grinding_mill,,,artesania	=	molí_de_mòlta,artesanía	=	molino_de_molienda,,,,,,,,,,,artesania,molí_de_mòlta,artesanía,molino_de_molienda,15051
craft,handicraft,,,artesania	=	artesania,artesanía	=	artesanía,,,,,,,,,,,artesania,artesania,artesanía,artesanía,15069
craft,hvac,craft=hvac,,,,10925,0.0,7517,0.0,3391,0.0,17,0.0,Yes,11,,,,,12329
craft,hvac,,,artesania	=	climatització,artesanía	=	climatización,,,,,,,,,,,artesania,climatització,artesanía,climatización,15063
craft,information_electronics,,,artesania	=	electrònica d'informació,artesanía	=	electronica de informacion,,,,,,,,,,,artesania,electrònica d'informació,artesanía,electronica de informacion,15115
craft,insulation,,,artesania	=	aïllament,artesanía	=	aislamiento,,,,,,,,,,,artesania,aïllament,artesanía,aislamiento,15095
craft,interior_decorator,,,artesania	=	decorador d'interiors,artesanía	=	decorador de interiores,,,,,,,,,,,artesania,decorador d'interiors,artesanía,decorador de interiores,15111
craft,interior_work,,,artesania	=	treball interior,artesanía	=	trabajo interior,,,,,,,,,,,artesania,treball interior,artesanía,trabajo interior,15149
craft,jeweller,,,artesania	=	joier,artesanía	=	joyero,,,,,,,,,,,artesania,joier,artesanía,joyero,15083
craft,joiner,,,artesania	=	fuster,artesanía	=	carpintero,,,,,,,,,,,artesania,fuster,artesanía,carpintero,15076
craft,key_cutter,,,artesania	=	tallador_de_claus,artesanía	=	cortador_de_llaves,,,,,,,,,,,artesania,tallador_de_claus,artesanía,cortador_de_llaves,15075
craft,lacquerer,,,artesania	=	lacador,artesanía	=	lacador,,,,,,,,,,,artesania,lacador,artesanía,lacador,15125
craft,lapidary,,,artesania	=	lapidari,artesanía	=	lapidario,,,,,,,,,,,artesania,lapidari,artesanía,lapidario,15126
craft,leather,,,artesania	=	cuir,artesanía	=	cuero,,,,,,,,,,,artesania,cuir,artesanía,cuero,15109
craft,locksmith,,,artesania	=	serraller,artesanía	=	cerrajero,,,,,,,,,,,artesania,serraller,artesanía,cerrajero,15084
craft,luthier,,,artesania	=	luthier,artesanía	=	luthier,,,,,,,,,,,artesania,luthier,artesanía,luthier,15129
craft,metal_construction,craft=metal_construction,,,,15478,0.0,10682,0.0,4745,0.0,51,0.0,Yes,11,,,,,8776
craft,metal_construction,,,artesania	=	construcció de metall,artesanía	=	construcción de metal,,,,,,,,,,,artesania,construcció de metall,artesanía,construcción de metal,15053
craft,mint,,,artesania	=	menta,artesanía	=	menta,,,,,,,,,,,artesania,menta,artesanía,menta,15130
craft,musical_instrument,,,artesania	=	instrument musical,artesanía	=	instrumento musical,,,,,,,,,,,artesania,instrument musical,artesanía,instrumento musical,15124
craft,oil_mill,,,artesania	=	trull,artesanía	=	almazara,,,,,,,,,,,artesania,trull,artesanía,almazara,15096
craft,optician,,,artesania	=	òptic,artesanía	=	óptico,,,,,,,,,,,artesania,òptic,artesanía,óptico,15132
craft,organ_builder,,,artesania	=	constructor d'òrgans,artesanía	=	constructor de órganos,,,,,,,,,,,artesania,constructor d'òrgans,artesanía,constructor de órganos,15107
craft,painter,,,artesania	=	pintor,artesanía	=	pintor,,,,,,,,,,,artesania,pintor,artesanía,pintor,15072
craft,paperhanger,,,artesania	=	empaperador,artesanía	=	empapelador,,,,,,,,,,,artesania,empaperador,artesanía,empapelador,15116
craft,parquet_layer,,,artesania	=	capa de parquet,artesanía	=	capa de parquet,,,,,,,,,,,artesania,capa de parquet,artesanía,capa de parquet,15103
craft,paver,,,artesania	=	llamborda,artesanía	=	adoquín,,,,,,,,,,,artesania,llamborda,artesanía,adoquín,15093
craft,photographer,craft=photographer,,,,14148,0.0,12660,0.0,1474,0.0,14,0.0,Yes,11,,,,,9546
craft,photographer,,,artesania	=	fotògraf,artesanía	=	fotógrafo,,,,,,,,,,,artesania,fotògraf,artesanía,fotógrafo,15055
craft,photographic_laboratory,,,artesania	=	laboratori_fotografico,artesanía	=	laboratorio_fotografico,,,,,,,,,,,artesania,laboratori_fotografico,artesanía,laboratorio_fotografico,15086
craft,piano_tuner,,,artesania	=	afinador de piano,artesanía	=	afinador de piano,,,,,,,,,,,artesania,afinador de piano,artesanía,afinador de piano,15094
craft,plasterer,,,artesania	=	guixer,artesanía	=	yesero,,,,,,,,,,,artesania,guixer,artesanía,yesero,15151
craft,plumber,craft=plumber,,,,10857,0.0,8270,0.0,2571,0.0,16,0.0,Yes,12,,,,,12398
craft,plumber,,,artesania	=	lampista,artesanía	=	fontanero,,,,,,,,,,,artesania,lampista,artesanía,fontanero,15061
craft,pottery,,,artesania	=	ceràmica,artesanía	=	cerámica,,,,,,,,,,,artesania,ceràmica,artesanía,cerámica,15081
craft,print_shop,,,artesania	=	botiga d'impressió,artesanía	=	tienda de impresión,,,,,,,,,,,artesania,botiga d'impressió,artesanía,tienda de impresión,15147
craft,printer,,,artesania	=	impressora,artesanía	=	impresora,,,,,,,,,,,artesania,impressora,artesanía,impresora,15123
craft,printmaker,,,artesania	=	gravador,artesanía	=	grabador,,,,,,,,,,,artesania,gravador,artesanía,grabador,15121
craft,restoration,,,artesania	=	restauracio,artesanía	=	restauracion,,,,,,,,,,,artesania,restauracio,artesanía,restauracion,15140
craft,rigger,,,artesania	=	aparellador,artesanía	=	aparejador,,,,,,,,,,,artesania,aparellador,artesanía,aparejador,15098
craft,roofer,,,artesania	=	teulador,artesanía	=	techador,,,,,,,,,,,artesania,teulador,artesanía,techador,15074
craft,saddler,,,artesania	=	talabarter,artesanía	=	talabartero,,,,,,,,,,,artesania,talabarter,artesanía,talabartero,15143
craft,sailmaker,,,artesania	=	veler,artesanía	=	velero,,,,,,,,,,,artesania,veler,artesanía,velero,15150
craft,sawmill,,,artesania	=	serradora,artesanía	=	aserradero,,,,,,,,,,,artesania,serradora,artesanía,aserradero,15062
craft,scaffolder,,,artesania	=	bastida,artesanía	=	andamio,,,,,,,,,,,artesania,bastida,artesanía,andamio,15097
craft,sculptor,,,artesania	=	escultor,artesanía	=	escultor,,,,,,,,,,,artesania,escultor,artesanía,escultor,15118
craft,sewing,,,artesania	=	de cosir,artesanía	=	de coser,,,,,,,,,,,artesania,de cosir,artesanía,de coser,15110
craft,shoemaker,,,artesania	=	sabater,artesanía	=	zapatero,,,,,,,,,,,artesania,sabater,artesanía,zapatero,15057
craft,signmaker,,,artesania	=	fabricant de la mostra,artesanía	=	fabricante de la muestra,,,,,,,,,,,artesania,fabricant de la mostra,artesanía,fabricante de la muestra,15088
craft,stand_builder,,,artesania	=	constructor de llocs,artesanía	=	constructor de puestos,,,,,,,,,,,artesania,constructor de llocs,artesanía,constructor de puestos,15108
craft,stonemason,,,artesania	=	paleta,artesanía	=	albañil,,,,,,,,,,,artesania,paleta,artesanía,albañil,15071
craft,stove_fitter,,,artesania	=	muntador d'estufes,artesanía	=	montador de estufas,,,,,,,,,,,artesania,muntador d'estufes,artesanía,montador de estufas,15131
craft,sun_protection,,,artesania	=	protecció solar,artesanía	=	proteccion solar,,,,,,,,,,,artesania,protecció solar,artesanía,proteccion solar,15136
craft,sweep,,,artesania	=	escombrar,artesanía	=	barrer,,,,,,,,,,,artesania,escombrar,artesanía,barrer,15099
craft,tailor,craft=tailor,,,,10272,0.0,10031,0.0,238,0.0,3,0.0,Yes,11,,,,,13058
craft,tailor,,,artesania	=	Sastre,artesanía	=	Sastre,,,,,,,,,,,artesania,Sastre,artesanía,Sastre,15058
craft,tiler,,,artesania	=	solador,artesanía	=	solador,,,,,,,,,,,artesania,solador,artesanía,solador,15087
craft,tinsmith,,,artesania	=	llauner,artesanía	=	hojalatero,,,,,,,,,,,artesania,llauner,artesanía,hojalatero,15122
craft,toolmaker,,,artesania	=	fabricant d'eines,artesanía	=	fabricante de herramientas,,,,,,,,,,,artesania,fabricant d'eines,artesanía,fabricante de herramientas,15119
craft,turner,,,artesania	=	torner,artesanía	=	tornero,,,,,,,,,,,artesania,torner,artesanía,tornero,15148
craft,upholsterer,,,artesania	=	tapisser,artesanía	=	tapicero,,,,,,,,,,,artesania,tapisser,artesanía,tapicero,15080
craft,watchmaker,,,artesania	=	rellotger,artesanía	=	relojero,,,,,,,,,,,artesania,rellotger,artesanía,relojero,15091
craft,water_well_drilling,,,artesania	=	perforació de pous daigua,artesanía	=	perforación de pozos de agua,,,,,,,,,,,artesania,perforació de pous daigua,artesanía,perforación de pozos de agua,15134
craft,weaver,,,artesania	=	teixidor,artesanía	=	tejedor,,,,,,,,,,,artesania,teixidor,artesanía,tejedor,15146
craft,welder,,,artesania	=	soldador,artesanía	=	soldador,,,,,,,,,,,artesania,soldador,artesanía,soldador,15141
craft,window_construction,,,artesania	=	finestra_construccion,artesanía	=	ventana_construccion,,,,,,,,,,,artesania,finestra_construccion,artesanía,ventana_construccion,15065
craft,winery,craft=winery,,,,16004,0.0,9217,0.0,6667,0.0,120,0.0,Yes,12,,,,,8515
craft,winery,,,artesania	=	lagar,artesanía	=	lagar,,,,,,,,,,,artesania,lagar,artesanía,lagar,15054
craft,yes,,,artesania	=	si,artesanía	=	si,,,,,,,,,,,artesania,si,artesanía,si,15077
crane:type,floor-mounted_crane,,,grua:tipus	=	grua muntada al pis,grua:tipo	=	grúa montada en el piso,,,,,,,,,,,grua:tipus,grua muntada al pis,grua:tipo,grúa montada en el piso,15153
crane:type,gantry_crane,,,grua:tipus	=	grua pòrtic,grua:tipo	=	grúa pórtico,,,,,,,,,,,grua:tipus,grua pòrtic,grua:tipo,grúa pórtico,15155
crane:type,portal_crane,,,grua:tipus	=	grua portal,grua:tipo	=	grúa portal,,,,,,,,,,,grua:tipus,grua portal,grua:tipo,grúa portal,15154
crane:type,tower_crane,,,grua:tipus	=	grua torre,grua:tipo	=	grúa torre,,,,,,,,,,,grua:tipus,grua torre,grua:tipo,grúa torre,15156
crane:type,travel_lift,,,grua:tipus	=	ascensor de viatge,grua:tipo	=	ascensor de viaje,,,,,,,,,,,grua:tipus,ascensor de viatge,grua:tipo,ascensor de viaje,15152
created_by,*,,,construcció	=	*,creado por	=	*,,,,,,,,,,,construcció,*,creado por,*,15158
created_by,almien_coastlines,created_by=almien_coastlines,,,,197447,0.0,197069,0.0007,378,0.0,0,0.0,No,0,,,,,1156
created_by,ArcGIS Exporter,created_by=ArcGIS Exporter,,,,452552,0.0,445170,0.0016,7382,0.0,0,0.0,No,0,,,,,584
created_by,ArcGIS␣Exporter,,,creat per	=	ArcGIS␣Exportador,creado por	=	ArcGIS␣Exportador,,,,,,,,,,,creat per,ArcGIS␣Exportador,creado por,ArcGIS␣Exportador,15157
created_by,dmgroom_coastlines,created_by=dmgroom_coastlines,,,,15523,0.0,14907,0.0001,616,0.0,0,0.0,No,0,,,,,8748
created_by,geobaseNHN2osm,created_by=geobaseNHN2osm,,,,17832,0.0,0,0.0,17117,0.0,715,0.0001,No,0,,,,,7729
created_by,GPSBabel-1.3.6,created_by=GPSBabel-1.3.6,,,,35388,0.0,35320,0.0001,68,0.0,0,0.0,No,0,,,,,4336
created_by,JOSM,created_by=JOSM,,,,3259299,0.0003,3179669,0.0116,79544,0.0001,86,0.0,Yes,1,,,,,107
created_by,JOSM,,,creat per	=	JOSM,creado por	=	JOSM,,,,,,,,,,,creat per,JOSM,creado por,JOSM,15160
created_by,Merkaartor 0.11,created_by=Merkaartor 0.11,,,,27695,0.0,25888,0.0001,1807,0.0,0,0.0,No,0,,,,,5264
created_by,Merkaartor 0.12,created_by=Merkaartor 0.12,,,,118361,0.0,113452,0.0004,4896,0.0,13,0.0,No,0,,,,,1734
created_by,Merkaartor 0.13,created_by=Merkaartor 0.13,,,,72308,0.0,68938,0.0003,3362,0.0,8,0.0,No,0,,,,,2528
created_by,Merkaartor_0.11,,,creat per	=	Merkaartor 0.11,creado por	=	Merkaartor 0.11,,,,,,,,,,,creat per,Merkaartor 0.11,creado por,Merkaartor 0.11,15161
created_by,Osmose_Editor,,,creat per	=	Editor d'osmosi,creado por	=	Editor de ósmosis,,,,,,,,,,,creat per,Editor d'osmosi,creado por,Editor de ósmosis,15159
created_by,polyshp2osm,created_by=polyshp2osm,,,,152154,0.0,0,0.0,151821,0.0001,333,0.0,No,0,,,,,1426
created_by,Potlatch 0.10b,created_by=Potlatch 0.10b,,,,17106,0.0,2161,0.0,14933,0.0,12,0.0,No,0,,,,,7991
created_by,Potlatch 0.10f,created_by=Potlatch 0.10f,,,,85079,0.0,11180,0.0,73753,0.0001,146,0.0,No,0,,,,,2219
created_by,Potlatch 0.9c,created_by=Potlatch 0.9c,,,,10985,0.0,1327,0.0,9650,0.0,8,0.0,No,0,,,,,12247
created_by,Potlatch_0.10b,,,creat per	=	Potlatch 0.10b,creado por	=	Potlatch 0.10b,,,,,,,,,,,creat per,Potlatch 0.10b,creado por,Potlatch 0.10b,15162
created_by,Potlatch_0.9c,,,creat per	=	Potlatch 0.9c,creado por	=	Potlatch 0.9c,,,,,,,,,,,creat per,Potlatch 0.9c,creado por,Potlatch 0.9c,15163
created_by,shp2osm,created_by=shp2osm,,,,15766,0.0,15704,0.0001,62,0.0,0,0.0,No,0,,,,,8634
created_by,shpupload,created_by=shpupload,,,,17355,0.0,17339,0.0001,16,0.0,0,0.0,No,0,,,,,7913
crop,asparagus,,,cultiu	=	espàrrecs,cultivo	=	espárragos,,,,,,,,,,,cultiu,espàrrecs,cultivo,espárragos,15192
crop,aspargus,,,cultiu	=	espàrrecs,cultivo	=	espárragos,,,,,,,,,,,cultiu,espàrrecs,cultivo,espárragos,15193
crop,bananas,,,cultiu	=	plàtans,cultivo	=	plátanos,,,,,,,,,,,cultiu,plàtans,cultivo,plátanos,15200
crop,barley,,,cultiu	=	ordi,cultivo	=	cebada,,,,,,,,,,,cultiu,ordi,cultivo,cebada,15180
crop,cana-de-açúcar,,,cultiu	=	cana-de-sucre,cultivo	=	cana-de-açúcar,,,,,,,,,,,cultiu,cana-de-sucre,cultivo,cana-de-açúcar,15174
crop,cassava,,,cultiu	=	mandioca,cultivo	=	mandioca,,,,,,,,,,,cultiu,mandioca,cultivo,mandioca,15199
crop,cereal,crop=cereal,,,,60136,0.0,37,0.0,59332,0.0001,767,0.0001,Yes,3,,,,,2904
crop,cereal,,,cultiu	=	cereal,cultivo	=	cereal,,,,,,,,,,,cultiu,cereal,cultivo,cereal,15167
crop,coffee,,,cultiu	=	cafè,cultivo	=	café,,,,,,,,,,,cultiu,cafè,cultivo,café,15185
crop,corn,crop=corn,,,,19371,0.0,52,0.0,18670,0.0,649,0.0,Yes,3,,,,,7165
crop,corn,,,cultiu	=	blat de moro,cultivo	=	maíz,,,,,,,,,,,cultiu,blat de moro,cultivo,maíz,15168
crop,cranberries,,,cultiu	=	nabius,cultivo	=	arándanos,,,,,,,,,,,cultiu,nabius,cultivo,arándanos,15183
